query	expect_answer	is_exact	answer	_from
偏二甲基肼中毒的传染性	无传染性	1	无	来自百度百科
于文玉的中文名	于文玉	0	于文玉_百度百科	
主持人即兴口语传播的页数	205	1	205页	来自百度百科
作田裕次的出生日期	1987-12-04	1	1987年12月4日(射手座)	来自百度百科
伶玡闲散记的连载网站	潇湘书院	0	伶玡闲散记_百度百科	
京扬数码广场的占地面积	52051平米	1	52051平方米	来自百度百科
代表月亮消灭你的小说进度	连载	0	穿越大赢家-第三十三章 代表月亮消灭你-爱阅小说网	
中医名家学术经验集3:脏腑机能调整按摩法的页数	320页	1	320页	来自百度百科
东莞钲锋金属有限公司的总部地点	东莞	1	东莞	来自百度百科
乱世存活的作者	纪十二郎	1	纪十二郎	来自百度百科
余落自然村的年平均气温	11.5 ℃	1	11.5摄氏度	来自百度百科
中国家庭研究（第7卷）的定价	45.00元	0	中国家庭研究（第7卷）_百度百科	
中国古代足球的书名	中国古代足球	0	中国古代足球_百度百科	
亚帝伦AL-815的内存类型	SDRAM	0	亚帝伦AL-815参数_亚帝伦AL-815参数配置|详细参数_太平洋产品报价	
临朝太后的副标题	从吕太后到慈禧	0	临朝太后 (豆瓣)	
二乙二醇甲乙醚的中文名	二乙二醇甲乙醚	0	二乙二醇甲乙醚_百度百科	
中国style（歌曲）的谱曲	徐子淳	0	中国style_百度百科	
交通电子技术的出版时间	2007年05月	1	2007年5月	来自百度百科
东莞生威织袜制衣有限公司的总部地点	东莞	1	东莞	来自百度百科
中国近世宗教伦理与商人精神的出版社	台湾联经出版事业公司	0	中国近世宗教伦理与商人精神 (豆瓣)_豆瓣读书	
东高地一中的特点	传统优良、师资丰厚、校风健康	0	东高地一中_百度百科	
像艺术家一样思考：全球最畅销激发创造力的宝石书的出版社	<a>海南出版社</a>	0	像艺术家一样思考：全球最畅销激发创造力的宝石书_百度百科	
修罗战尊的小说进度	连载	0	修罗战尊-修罗战尊全文阅读(全本已完结)-红薯中文网	
低智高能犯罪：无耻混蛋的中文名	低智高能犯罪:无耻混蛋	0	低智高能犯罪：无耻混蛋_百度百科	
东周列国故事1的装帧	平装	0	东周列国故事1(共6册) (平装) (豆瓣)	
人性变相的编剧	王发展	0	人性变相_百度百科	
体外冲击波疗法的批准时间	2000年8月	0	体外冲击波疗法_百度百科	
修武县环境保护局的属性	正科级行政事业单位	0	修武县环境保护局_百度百科	
乔集村的行政区类别	行政村	0	乔集村村委会行政区划代码 - 410221212229是哪里的行政区划代码	
他们叫我狐狸精的小说进度	连载	0	再建天宫-第十五章 狐狸精-爱阅小说网	
世界著名古堡的外文名	无	0	世界著名古堡_百度百科	
世界地铁协会的外文名	Community of Metros	1	Community of Metros	来自百度百科
亚马逊（网络电子商务公司）的公司名称	亚马逊公司	0	亚马逊_百度百科	
佩克佩梅克的所属运动队	贝西克塔斯足球俱乐部	1	贝西克塔斯足球俱乐部	来自百度百科
保温材料强度拉拔力检测仪的范围	0～5kn	1	0～5kn	来自百度百科
傻的爱上你的作者	4317990	0	爱上你的傻-全文免费阅读-涮书网	
乙丁烯氟灵的CAS号	55283-68-6	0	乙丁烯氟灵_百度百科	
会计准则国际趋同策略的作者	李尚荣	1	李尚荣	来自百度百科
似绿似萝的连载网站	云中书城	0	似绿似萝_百度百科	
侠之道者的连载网站	纵横中文网	0	侠之道者_丹芩生最新小说_读下小说网	
么山村的行政区类别	村	0	么山村_百度百科	
中国医学通史：现代卷的作者	蔡景峰	1	蔡景峰	来自百度百科
中国体育收藏委员会的中文名	中国体育收藏委员会	0	中国体育收藏委员会_百度百科	
中国传统文化专题研究的出版社	线装书局	0	中国传统文化专题研究_百度百科	
佤语话语材料集的定价	45.00元	0	佤语话语材料集的定价_相关论文(共2篇)_百度学术	
交际汉语3的页数	253页	0	交际汉语3 (豆瓣)	
东场村的人口	3611人	1	3611人	来自百度百科
偷来的恋人的中文名	偷来的恋人	0	偷回来的恋人_百度百科	
东海酒家南新路店的人均价格	55	0	东海酒家南新路店_百度百科	
人虫对战的游戏大小	4.9M	1	4.9M	来自百度百科
东西湖区政府办公室的地点	东西湖区	0	东西湖区人民政府办公室地址_电话_网站	
乱世混沌剑的小说进度	连载	0	乱世求魔-第五十三章 神迹-爱阅小说网	
侠之城的小说进度	连载	0	侠行天下-第一章:梦幻之城-爱阅小说网	
