query	expect_answer	is_exact	answer	_from
世间智慧的声明	世间的种种语言	0	世间智慧_百度百科	
丽江村客来餐厅的营业时间	全天08:00-20:00	0	丽江村客来餐厅_百度百科	
九亭第二小学的简称	九亭第二小学从原九亭小学中分离出来、成为一所独立建制的小学	1	九亭第二小学从原九亭小学中分离出来、成为一所独立建制的小学	来自百度百科
丘记金的国籍	中国	1	中国	来自百度百科
中华人民共和国装饰装修行业标准规范与装饰装修工程施工设计创的ISBN	9787586545781	0	中华人民共和国装饰装修行业标准规范与装饰装修工程施工设计创_...	
何诗蒙的职业	音乐人	1	音乐人	来自百度百科
何乔新的出生地	<a>江西</a>广昌	1	江西广昌	来自百度百科
云清苒的中文名	云清苒	0	云清苒 姓名测试打分|全国有多少个叫云清苒的重名查询|宝宝起名字...	
人体亚健康与调适的书名	人体亚健康与调适	0	人体亚健康与调适_百度百科	
乌孙公主刘细君的作者	春萌	1	春萌	来自百度百科
付崇恩的出生日期	1955年5月	0	付崇恩_百度百科	
二嫫的出品公司	<a>上海电影制片厂</a>、大洋影业有限公司	1	上海电影制片厂、大洋影业有限公司	来自百度百科
俄罗斯国立水文气象大学的中文名	俄罗斯国立水文气象大学	0	俄罗斯国立水文气象大学_百度百科	
仙狐传说的中文名	仙狐传说	0	仙狐传说_百度百科	
中国空心玻璃砖生产研发基地的所在地	德州	1	德州	来自百度百科
东莞日佳塑胶材料有限公司的总部地点	中国。东莞市长安镇全兴街	1	中国。东莞市长安镇全兴街	来自百度百科
何言风的体重	63kg	1	63kg	来自百度百科
他国一梦的连载网站	起点中文网	0	他国一梦_百度百科	
产权理论与制度经济学的作者	黄少安	1	黄少安	来自百度百科
二娘的作者	柳絮儿飞的日子	1	柳絮儿飞的日子	来自百度百科
仙峥星河的小说进度	连载	0	仙峥星河_百度百科	
中兴U990的操作系统	Windows Mobile 6	0	ZTE中兴 U990_百度百科	
低碳钢铁丝的中文名	低碳钢铁丝	0	低碳钢铁丝_百度百科	
何塞·安赫尔·波佐的出生地	<a>马拉加（西班牙南部城市）</a>	1	马拉加	来自百度百科
今生新娘，三世情劫！的中文名	今生新娘,三世情劫!	0	今生新娘，三世情劫！_百度百科	
什么是真爱：无敌才女酷总裁的中文名	什么是真爱:无敌才女酷总裁	0	什么是真爱:无敌才女酷总裁图册_百度百科	
丽台WinFast 3D S310的最高分辨率	1920 Ｘ 1440	0	【Leadtek(丽台)16GB显卡】Leadtek(丽台)16GB显卡报价及图片大全...	
从未丢失的你的中文名	从未丢失的你	0	从未丢失的你最新全部章节在线阅读-爱阅小说网	
伟人强迫症的性质	症状	0	伟人强迫症_百度百科	
中国人民解放军第60军的军长	<a>陈赓</a>	0	中国人民解放军第60军_百度百科	
云雪倾歌的作者	翎瑾	1	翎瑾	来自百度百科
中华艾灸疗法的方法	艾柱熏灸穴位	0	艾灸疗法_百度百科	
人均的外文名	per person	1	per person	来自百度百科
于萍（博士生导师）的中文名	于萍	0	吉林大学博士生导师于萍教授简介	
世界顶级摄影大师颠峰作品诞生记：人体的书名	世界顶级摄影大师颠峰作品诞生记：人体	0	世界顶级摄影大师巅峰作品诞生记：人体_百度百科	
中国文学史资料全编现代卷－六十年来鲁迅研究论文选（上下）的ISBN	9787802477827	0	中国文学史资料全编现代卷－六十年来鲁迅研究论文选（上下）_百...	
乐赳赳自助火锅的地区	长春市	0	在沈阳市搜索乐赳赳自助火锅的地区_百度地图	
你和我和她的连载网站	起点中文网	0	在一起的你和我-结束了-爱阅小说网	
作个真门徒的译者	江惠莲	1	江惠莲	来自百度百科
九州通网络电话的作用	多方群聊、支持两方通话	0	九州通网络电话_百度百科	
健康汤谱1388的出版时间	2010年02月	1	2010年2月	来自百度百科
何月萍的属于	越南归侨	0	何月萍_百度百科	
乌克兰国家农业科学院的机构类别	国家最高学术机构	0	乌克兰国家农业科学院_百度百科	
临床药学导论的出版社	<a>人民卫生出版社</a>	0	临床药学导论_百度百科	
亚历山大·多布罗斯科克的外文名	Dobroskok	1	Dobroskok	来自百度百科
亚历山德鲁·波帕的职业	中场	0	亚历山德鲁·波帕_百度百科	
云上青鸾的连载网站	起点中文网	0	云上青鸾免费全文阅读_古槐中文网	
保罗·彼得·罗宾逊的中文名	保罗·彼得·罗宾逊	0	保罗·彼得·罗宾逊_百度百科	
乱魔乾坤的作者	血吻贪狼	0	乱魔乾坤最新全部章节在线阅读-爱阅小说网	
云璧公主的小说进度	连载	0	云璧全部小说_云璧作品集_云璧新书_百田小说	
中国煤矿城市经济转型研究的作者	<a>李成军</a>	1	李成军	来自百度百科
倾颜乱墨迹斑斑的连载网站	起点中文网	0	倾颜乱:墨迹斑斑,倾颜乱:墨迹斑斑在线阅读,倾颜乱:墨迹斑斑最新...	
亚历山大·克里斯托沃的国籍	安哥拉	1	安哥拉	来自百度百科
中国心理测试技术-理论与实践的出版时间	2010-6-1	0	《中国心理测试技术-实践与理论》武伯欣著【摘要 书评 在线阅读...	
五谷菜团的中文名	五谷菜团	0	五谷菜团_百度百科	
会声会影11从入门到精通的出版时间	2008-2-1	1	2008年2月1日	来自百度百科
亲爱的，带我一起走吧的中文名	亲爱的,带我一起走吧	0	亲爱的，带我一起走吧_百度百科	
中华文化四十七堂课的书名	中华文化四十七堂课：从北大到台大	0	中华文化四十七堂课_百度百科	
产品寿命结束公告的外文名	End-of-life announcement	1	End-of-life announcement	来自百度百科
从八品的中文名	从八品	0	从八品_百度百科	
倾我所有的中文名	倾我所有	1	倾我所有/我能成为你的唯一	来自百度百科
东莞市睿光电子厂的公司名称	东莞市睿光电子厂	0	东莞市睿光电子厂_百度百科	
傲羽的连载网站	起点中文网	0	傲宇阁_免费小说在线阅读网站	
低调修鍊的作者	孤行天下	0	低调修鍊_百度百科	
乔木的那些爱情的中文名	乔木的那些爱情	0	乔木的那些爱情_百度百科	
乐捷显示科技（厦门）有限公司的对应	设计与制造、开发	0	乐捷显示科技（厦门）有限公司_百度百科	
五鹿图青铜件的货号	S00096750	0	五鹿图青铜件_百度百科	
东方城精典Ⅱ号的机箱类型	台式机类	0	【东方城精典II号】报价_参数_图片_论坛_东方城精典II号机箱报价...	
中国装饰论坛的荣誉	被评为中国BBS社区100强之一	0	中国装饰论坛_百度百科	
倍速中考训练法的定价	26.80元	0	倍速中考训练法 (豆瓣)	
二年级下-人教版-小学语文精英解读-精英教程的ISBN	9787539743394	0	2019正版优才精英六年级上册下册口算题卡二合一训练全套2本小学生...	
云尙咖啡的产地	云南保山地区等	1	云南保山地区等	来自百度百科
