query	expect_answer	is_exact	answer	_from
倒心形翠雀花的科	毛茛科	1	毛茛科	来自百度知识图谱
佛界传说的小说进度	连载	0	决战轮回-佛祖传说-爱阅小说网	
世纪园居委会的中文名	世纪园居委会	0	世纪园居委会_百度百科	
倾城之梦的中文名	倾城之梦	0	倾城之梦 - 简书	
交错角星鼓藻的中文学名	交错角星鼓藻	0	交错角星鼓藻_百度百科	
像素太空小蜜蜂的日期	2011/10/31	1	2011年10月31日	来自百度百科
依韵和南子强的类别	诗	0	依韵和南子强_百度百科	
传统魔术大观的ISBN	9787510019647	0	传统魔术大观_百度百科	
中国民间风俗画的作者	肖晓明	1	肖晓明	来自百度百科
中国民间故事全书：湖北·宜都卷的书名	中国民间故事全书：湖北·宜都卷	0	中国民间故事全书：湖北·宜都卷_百度百科	
两纲两规的用于	当地的具体规划	0	两纲两规_百度百科	
于凌安的性别	男	1	男	来自百度百科
何塞·科雷亚的中文名	何塞·科雷亚	0	何塞·科雷亚_百度百科	
云修斯系列之咕声的中文名	云修斯系列之咕声	0	云修斯_百度百科	
主题教学的内涵	指文本负载的言语方式等	1	指文本负载的言语方式等	来自百度百科
乔纳森·斯蒂德的国籍	英格兰	1	英格兰	来自百度百科
你是我可望不可及的的作者	温怡怡	1	温怡怡	来自百度百科
企业数据挖掘理论与实践的书名	企业数据挖掘理论与实践	0	企业数据挖掘理论与实践_百度百科	
也导航的网站类型	团购网站导航	0	网站导航几种类型,了解一下!	
中式汉堡包的主要原料	<a>馒头</a>或饼	0	中式汉堡包_百度百科	
余昌自然村的地理位置	寿山乡元坪行政村、属于山区	1	位于寿山乡西北边	来自百度百科
你是我的例外的小说进度	连载	0	《你是我的例外》臣熙熙_【原创小说|纯爱小说】_晋江文学城	
余春景色彩静物的作者	重庆出版集团	1	重庆出版集团	来自百度百科
乳山市园林管理处的在编职工	78人	0	乳山市园林管理处_百度百科	
供应舰船的外文名	The supply ship	1	The supply ship	来自百度百科
信使在途中的作者	白玛	1	白玛	来自百度百科
佛香2号的培育单位	云南省农业科学院茶叶研究所	0	佛香2号_百度百科	
信颖的民族	汉族	0	新颖的民族健身方法──角顶运动	
你的天荒，我的地老的中文名	你的天荒,我的地老	0	你的天荒，我的地老_百度百科	
人类政治的观察的页数	497页	1	497页	来自百度百科
丰瑞玺悦城的物业类别	住宅、商铺、高层	0	丰瑞玺悦城_百度百科	
伊欣欣的出生地	辽宁省锦州市	1	辽宁锦州	来自百度百科
于前洋的毕业院校	华中工学院电机工程系	1	华中科技大学	来自百度百科
中国当代文学作品选的出版社	<a>华中师范大学出版社</a>	1	华中师范大学出版社	来自百度百科
东城街道（广东省东莞市东城街道）的面积	110平方公里	0	东城街道介绍_广东省东莞市东城街道地名网_博雅地名网	
五凤之国的作者	月不盈	0	五凤之国_百度百科	
你好杀手小姐的连载网站	小说阅读网	0	你好,杀手小姐 - 风罂 - 全本免费阅读 - 话本小说网	
中艺家具进出口公司的隶属	<a>中国工艺（集团）公司</a>	1	中国工艺(集团)公司	来自百度百科
从地狱走来的绝美伪天使恶魔小心点的连载网站	小说吧	0	从地狱走来的绝美伪天使恶魔小心点_百度百科	
中国微生物基因组研究的定价	190	0	中国微生物基因组研究_百度学术	
二站乡的别名	二站	1	二站	来自百度百科
中文版Windows 2000 Server网络使用指南的页数	415	1	415页	来自百度百科
中国戏曲艺术大系·京剧卷·说裘盛戎的作者	周育德	1	周育德	来自百度百科
乱玉的作者	彩虹茉莉	0	【中篇】风情妈妈的肉欲之乱【作者:不详】 - 北美小说区 - 北美...	
于国瑞的性别	男	0	于国瑞(艺术与传媒学院)老师 - 宁波大学	
中国游泳协会的委员会	裁判委员会和教练委员会	0	中国游泳协会官方网站	
中公版2013浙江教师招聘考试-学科专业知识中学英语的页数	266	1	266页	来自百度百科
便携式三坐标的中文名	便携式三坐标	0	便携式三坐标_百度百科	
五子棋完全入门的装帧	平装(无盘)	0	五子棋完全入门_百度百科	
亲情的心你懂多少的中文名	亲情的心你懂多少	0	亲情的心你懂多少_百度百科	
中国热泵展览会的中文名	中国热泵展览会	0	中国热泵展览会_百度百科	
中国古钱石刻101品的书名	中国古钱石刻101品	0	中国古钱石刻101品_百度百科	
二人前的歌曲原唱	<a>杨千嬅</a>	0	二人前_百度百科	
中东黑血：中东的战争与和平的作者	文天尧　著	1	文天尧	来自百度百科
会稽王处士草堂壁画衡霍诸山的作品名称	会稽王处士草堂壁画衡霍诸山	0	会稽王处士草堂壁画衡霍诸山_百度百科	
中国之怒吼：中华民族抗日战争史（上）的ISBN	9789867762498	0	中国之怒吼：中华民族抗日战争史（上）_百度百科	
中高级职称评定英语应试指南的页数	343	1	343页	来自百度百科
亚历山大·别勒的中文名	亚历山大·别勒	0	亚历山大·别勒_百度百科	
九州神兵录的中文名	九州神兵录	0	九州神兵录_百度百科	
乔丹·博维里的国籍	英格兰	1	英国	来自百度百科
中国周边安全环境分析的出版社	<a>中国国际广播出版社</a>	1	中国国际广播出版社	来自百度百科
傲剑霸道的连载网站	起点中文网	0	傲剑霸道_百度百科	
中国非营利评论第六卷的定价	35.00元	0	中国非营利评论（第六卷）_百度百科	
中国大学校长演讲录·毕业篇：实录26位名校校长毕业馈赠的作者	潘鸿雁等编	1	潘鸿雁	来自百度百科
主合同的从合同	又被称为"附属合同"	0	主合同与从合同有何区别-法律知识|华律网	
义乌阿曼达进出口有限公司的成立时间	2008年1月3日	1	2008年1月3日	来自百度百科
僵尸城防御V1.0的分类	策略塔防游戏	0	僵尸城防御V1.0_百度百科	
丝瓜鲫鱼汤的适宜人群	全部人	0	丝瓜鲫鱼汤_百度百科	
传神阿堵-中国人物画通鉴-2的丛书	中国人物画通鉴	0	传神阿堵-中国人物画通鉴-2_百度百科	
亚利桑那州虎斑钝口螈的纲	<a>两栖纲</a>	0	亚利桑那州虎斑钝口螈_百度百科	
九世达赖的原名	隆朵嘉措	1	隆朵嘉措	来自百度百科
争做网店人气王的开本	16开（188×265）mm	0	争做网店人气王_百度百科	
侨福社区的面积	20.5万平方米	1	20.5万平方米	来自百度百科
今天开始浪荡的小说进度	连载	0	今天开始浪荡_百度百科	
保定明瑞光电科技有限公司的经营范围	LED照明灯、专门研发太阳能发电	0	保定明瑞光电科技有限公司_工商信息_风险信息 - 天眼查	
丰县文化广电与体育局的外文名	无	0	丰县文化广电与体育局_百度百科	
你若成伤的中文名	你若成伤	0	你若成伤_百度百科	
偷夫的连载网站	好123小说	0	偷夫_百度百科	
何锟的出生地	宁夏	1	天津南开	来自百度百科
傅唯泉的国籍	中国	1	中国	来自百度百科
何塞·阿尔贝托·卡尼亚斯·鲁伊斯·埃雷拉的出生地	西班牙	1	西班牙	来自百度百科
倾城贡姬，本王绝不放过你的作者	予幽	0	倾城贡姬,本王绝不放过你_百度百科	
人生若只如初见，淡淡花香的连载网站	潇湘书院	0	人生若只如初见，淡淡花香_百度百科	
中盟科技园的性质	省级工业园	0	中盟科技园_百度百科	
中坡明珠的楼盘名	中坡明珠	0	怀化中坡明珠_楼盘房价_户型详情_周边配套-怀化楼盘网	
健康生活小百科：科学膳食的出版社	人民卫生出版社	0	健康生活小百科：科学膳食_百度百科	
二石香车的配音	<a>水原薰</a>	1	水原薰	来自百度百科
乡土惊魂的中文名	乡土惊魂	0	乡土惊魂_百度百科	
中国传统节日民俗一本通的书名	中国传统节日民俗一本通	0	中国传统节日民俗一本通_百度百科	
享受每日生活的ISBN	7204044339	0	享受每日生活_百度百科	
中国文化的重建（余英时著书籍）的书名	中国文化的重建	0	中国文化的重建_百度百科	
中国数字家庭发展研究报告的书名	中国数字家庭发展研究报告	0	中国数字家庭发展研究报告_百度百科	
中升塑业的销售类型	销售中心是集生产经营于一体	0	中升塑业_百度百科	
人生若空的连载网站	起点中文网	0	人生若空_百度百科	
亲爱的，咱们结婚了吗？的作者	我就是老K	0	亲爱的,咱们结婚了吗?,亲爱的,咱们结婚了吗?在线阅读,亲爱的,咱们...	
人机世界的作者	群殴蚂蚁	1	群殴蚂蚁	来自百度百科
人家一点都不喜欢啦！ 02的装帧	平裝	0	人家一点都不喜欢啦! 02_百度百科	
倒霉的穿越，妖孽夫君的连载网站	红袖添香网	0	辖天-第一章 史上最倒霉的穿越者-爱阅小说网	
丹纳（韩国胰岛素泵品牌）的所属公司	DANA韩国秀逸开发有限公司	0	丹纳_百度百科	
亚硝酸钡的分子式	Ba(NO2)2·H2O	0	亚硝酸钡结构式,亚硝酸钡化学式 – 960化工网	
催款讨债技巧与纠纷解决法律处理实务的作者	孙晓璐等	1	孙晓璐	来自百度百科
伊藤润二恐怖博物馆 5的装帧	文庫	0	伊藤润二恐怖博物馆 5_百度百科	
体育社会问题与控制的书名	体育社会问题与控制	0	体育社会问题与控制_百度百科	
二家河站的地址	<a>湖南</a>省张家界市二家河乡	0	在张家界市搜索二家河站的地址_百度地图	
信息系统监理师历年试题分析与解答（2010年最新版）的定价	42元	0	信息系统监理师历年试题分析与解答（2010年最新版）_百度百科	
中医不死2的出版时间	2011-10-1	0	中医不死2_百度百科	
中山市妇女儿童活动中心的地区	中山市	0	中山市妇女儿童活动中心	
中国民生银行苏州分行的员工数	300人	1	300	来自百度百科
五虎草的亚科	毛茛亚科	0	五虎草_百度百科	
作/译者：美伯罗斯Burrus C.S. 出版社：机械工业出版社的出版社	<a>机械工业出版社</a>	0	【经典原版书库】小波与小波变换导论(英文版)	
做月饼的游戏类型	<a>休闲小游戏</a>	1	休闲类	来自百度百科
中国节日文化的开本	16	0	中国节日文化_百度百科	
中国古瓷集珍的页数	205	1	205页	来自百度百科
亲亲小灾星的出版社	禾馬	0	亲亲小灾星_百度百科	
为气候改变而建造的书名	为气候改变而建造	0	为气候改变而建造_百度百科	
二地汤的用法用量	水煎服	0	二地汤的功效与作用 药用价值 用法用量_百度文库	
俪妃传的中文名	俪妃传	0	俪妃传_百度百科	
乾安县文化新闻出版和体育局的性质	事业单位	0	乾安县文化新闻出版和体育局_百度百科	
乐清市宏盛电器厂的公司名称	乐清市宏盛电器厂	0	乐清市宏盛电器厂 - 企业名录 - 煤炭网	
二真记的连载网站	晋江文学城	0	莲生本记-第二章 青机子-爱阅小说网	
人性中，无法回避的卑劣的作者	秋水华扬	0	人性中,无法回避的卑劣全文阅读 - 书包网	
伽兰夜骑的中文名	伽兰夜骑	0	伽兰夜骑_百度百科	
任东林的性别	男	1	男	来自百度百科
伊·拉热奇尼科夫的出生日期	一七九二	0	伊·拉热奇尼科夫_百度百科	
井圣日本料理的营业时间	10:00-22:00	0	井圣日本料理_百度百科	
伊兹纳塔的出生日期	1943-07-07	1	1943年7月7日	来自百度百科
丝语（西樵蚕丝业口述史）的出版社	广西师范大学出版社	0	《西樵历史文化文献丛书 丝语:西樵蚕丝业口述史》(张燕..._京东图书	
伊铭FD106(4GB)的接口技术	USB2.0	0	伊铭FD106(4GB)_百度百科	
亡国的阿基德第一章的其它译名	亡国的阿基德 第一章 翼龙降临	0	亡国的阿基德第一章_百度百科	
