query	expect_answer	is_exact	answer	_from
会展法规的出版时间	2012-8	1	2012年8月	来自百度百科
伊戈尔·斯蒂马奇的出生日期	1967年9月6日	1	1967年9月6日	来自百度百科
乌尔奇招待所的英文名称	Guest House Vulic	1	Guest House Vulic	来自百度百科
仙外桃源的中文名	仙外桃源	0	【桃源访仙宫】 - 吴江诗词网	
健康养生菜的书名	健康养生菜	0	健康养生菜_百度百科	
优冠科技PEPE S2306的面板类型	TN	0	【优冠科技PEPE S2306】报价_参数_图片_论坛_VIEWG S2306液晶显示...	
伊人、怨宫闱的作者	水慧恋	1	水慧恋	来自百度百科
佛山市铟琦诚家具发展有限公司的公司性质	有限公司	0	佛山市铟琦诚家具发展有限公司_百度百科	
九龙宾馆的标准间	(185元起)	1	185元起	来自百度百科
伟大的德国农民战争（套装上下册）的页数	1066	1	1066页	来自百度百科
中国东方文化馆的中文名	中国东方文化馆	0	中国东方文化馆_百度百科	
仙翼天使的中文名	仙翼天使	0	各种天使的中文名和英文名_百度知道	
世纪英语阅读基础教程的ISBN	9787810618298	0	世纪英语阅读基础教程_百度百科	
人鬼情末了的页数	69	1	69页	来自百度百科
中华对马耳蕨的界	植物界	1	植物界	来自百度知识图谱
东北羊角芹（原变型）的中文学名	东北羊角芹（原变型）	0	东北羊角芹（原变型）_百度百科	
中国特色社会主义建设理论与实践研究的作者	任士暄<a>肖飒</a>	0	中国特色社会主义理论与实践研究_百度百科	
东莞市多尔电子材料有限公司的公司名称	东莞市多尔电子材料有限公司	0	东莞市多尔电子材料有限公司_百度百科	
中国人民解放军中将的外文名	The Chinese people's liberation army lieutenant general	1	The Chinese people's liberation army lieutenant general	来自百度百科
东莞市优晟科技的公司性质	有限责任公司	0	东莞市优晟科技有限公司	
何以让我们；执手笑看天涯的连载网站	红袖添香网	0	何以让我们；执手笑看天涯_百度百科	
中学历史课件制作三合一的出版时间	2005-3	1	2005年3月	来自百度百科
中外经济技术信息查询指南的ISBN	9787800014994	0	中外经济技术信息查询指南_百度百科	
丰子恺儿童文学全集的书名	丰子恺儿童文学全集	0	《丰子恺儿童文学全集(套装共7册)》(丰子恺)【摘要 书..._京东图书	
保罗·因诺森蒂的外文名	Paulo Innocenti	1	Paulo Innocenti	来自百度百科
修水菊花茶的属性	特色小吃	0	修水菊花茶_百度百科	
东莞创佳科技有限公司的成立时间	2008年	1	2008年	来自百度百科
二人转龙虾（扬子江店）的营业时间	11:00-13:30 17:30-24:00	0	二人转龙虾（扬子江店）_百度百科	
中国监察史论的作者	胡沧泽	1	胡沧泽	来自百度百科
中叶远集团的公司名称	中叶远集团	0	中叶远集团_百度百科	
于广礼的国籍	中国	1	中国	来自百度百科
事件（汉语词语）的拼音	shì jiàn	0	事件_百度百科	
企业绩效管理：概念、方法和应用的装帧	平装	0	企业绩效管理概念方法和应用_百度百科	
九一一之後的世界的出版时间	20020715	0	九一一之後的世界_百度百科	
买吧买商城的网站类型	网购网站	0	网站类型都有哪些?_百度贴吧	
俞龙孙的逝世日期	1991	1	1991年	来自百度百科
付晓丽的国籍	中国·	1	中国	来自百度百科
乖乖别闹的填词	<a>乐缤灵</a>	1	乐缤灵	来自百度百科
东芝e-STUDIO 656的产品类型	数码复合机颜色类型黑白	0	东芝e-STUDIO 656_百度百科	
佳禾12的选育单位	佳禾种业有限公司	0	佳禾12-品种-农博数据中心	
九歌：诸神复活的书名	九歌：诸神复活	0	九歌：诸神复活_百度百科	
中兴u219的外观设计	直板	0	中兴u219_百度百科	
严志坚的国籍	中国	1	中国	来自百度百科
亲密（词语解释）的拼音	qīn mì	0	亲密_百度百科	
中国当代美术全集（人物卷1）的ISBN	9787805261768	0	中国当代美术全集：人物卷1_百度百科	
中村玉绪的出生地	<a>京都府</a>京都市左京区	1	京都府京都左京区	来自百度百科
中公教育·公务员录用考试专项题库：言语理解与表达专项题库（2012中公版）的装帧	平装	0	中公教育·公务员录用考试专项题库：言语理解与表达专项题库（20...	
你好，我们的故事的页数	191	1	191页	来自百度百科
五朵金花（钱币“五朵金花”）的币种	<a>第三套人民币</a>	0	五朵金花(钱币“五朵金花”)_百度百科	
中国农业企业化：理论与政策的书名	中国农业企业化：理论与政策	0	中国农业企业化：理论与政策_百度百科	
体验式展示设计的作者	卓嘉	1	卓嘉	来自百度百科
企鹅巡逻的游戏类型	益智休闲	1	休闲类、益智类	来自百度百科
何亚东的信仰	共产主义	0	何亚东的主页—酷狗音乐人原创音乐人社区	
中国式假期的特点	数量少、质量差	0	中国式假期_百度百科	
侧写术的页数	202	0	侧写术 (豆瓣)	
人类诞生这些年（上部）的小说进度	已完结	0	人类诞生这些年（上部）_百度百科	
中文读写教程-第4册的ISBN	9787544615419	0	中文读写教程-第4册_百度百科	
云潺的创立时间	1960年	1	1960年	来自百度百科
二十一次之神笔马良的连载网站	云中书城	0	二十一次之神笔马良_百度百科	
中国人名大词典的出版社	上海辞书出版社	1	上海辞书出版社	来自百度百科
倪红雁的国籍	中国	1	中国	来自百度百科
东堡村（安徽省马鞍山市和县东堡村）的地理位置	和县功桥镇东北部	0	东堡村_百度百科	
倾心已久的标签	纯涩 潸然 成长 美满	0	倾心已久_百度百科	
何峰（上海交通大学特别研究员）的职业	<a>博士生导师</a>、<a>特别研究员</a>	0	何峰_百度百科	
中国青年古文学研究会的中文名	中国青年古文学研究会	0	中国青年古文学研究会_百度百科	
中共丹江口市委组织部的所属	中国	0	中共丹江口市委组织部_百度百科	
两性幸福沟通1的副标题	听懂男人心	0	两性幸福沟通1 (豆瓣)	
俞秉华的国籍	中国	1	中国	来自百度百科
中国能源可持续发展战略专题研究的出版社	<a>科学出版社</a>	0	中国能源可持续发展战略专题研究_百度百科	
于成惠的职业	演员	0	于成惠_百度百科	
何虹氚的出生日期	1984年10月5日	1	1984年10月5日(天秤座)	来自百度百科
傅庆定的中文名	傅庆定	0	傅庆_百度百科	
伊莱克斯EQ27G的灶眼数量	2	1	2	来自百度百科
你记忆中的三色堇的连载网站	红袖添香网	0	三色堇-生日快乐-爱阅小说网	
乡村转型：政策与保障的书名	乡村转型：政策与保障	0	乡村转型:政策与保障/冯健【图片 价格 品牌 报价】-京东	
假军官劫狱案的抓获人数	15人	1	15人	来自百度百科
东莞市云算达电子科技有限公司的经营范围	小家电及消费类产品控制板·充电板的研发设计生产	0	东莞市云算达电子科技有限公司_百度百科	
中国极致之美100地的ISBN	9787501968251	0	中国极致之美100地 (豆瓣)	
中日工业化进程比较的页数	306	1	306页	来自百度百科
中国玻璃英才网的创办时间	2006年	1	2006年	来自百度百科
伙头村（云南省保山市施甸县仁和镇伙头村）的属于	<a>仁和镇</a>杨家山村委会行政村	0	伙头村_百度百科	
九阳DJ13B-D58SG的适用人数	2-5人	1	2-5人	来自百度百科
世纪王者之巅峰刺客的小说进度	已完结	0	重生之王者之战-第三十五章 巅峰高手-爱阅小说网	
中山市新艺卫浴设备有限公司的成立时间	1995年	1	1995年	来自百度百科
九坝镇的面积	149.14平方公里	1	149.14平方千米	来自百度百科
中恒 SL116的屏幕类型	超高清触摸屏	0	【中恒SL116参数】DEC SL116导航仪参数_规格_性能_功能-ZOL中关村...	
亲子沟通从心开始的ISBN	9787800059414	0	亲子沟通从心开始_百度百科	
低噪音筒型调节阀的简介	低噪音筒型调节阀属	0	低噪音筒型调节阀_百度百科	
东苑芳的营业时间	11:00-14-00,17-00-20-00	0	东苑芳_百度百科	
倾听。我的中文名	倾听.我	0	聆听_百度百科	
仙妖与人的中文名	仙妖与人	0	仙妖与人_百度百科	
传染病学第六版的开本	16	0	传染病学第六版_百度百科	
乔也旅馆的酒店地址	451-0041 爱知县, 名古屋,  Nishi-ku Habashita 2-11-4	0	乔也旅馆的酒店地址_百度地图	
仙渡乡岭头村的耕地面积	289亩	1	289亩	来自百度百科
中共南方工作委员会旧址的位置	<a>大埔县</a><a>枫朗镇</a>大埔角新村仓下	1	大埔县枫朗镇大埔角新村仓下	来自百度百科
保险业新“国十条”的发文机关	国务院	0	国务院发布保险业“新国十条”(全文)_滚动新闻_新浪财经_新浪网	
中国当代实力派陶艺家：寻她千百度的开本	16开	0	中国当代实力派陶艺家：红妆绿抹_百度百科	
书报文摘的主管单位	天津市新闻出版局	0	《书报文摘》	
中国军工网的中文名	中国军工网	0	中国军工网_百度百科	
何钜富的出生地	上海市	1	上海市	来自百度百科
交换魔法的游戏目标	移动物品达到要求即可过关哦!	0	交换魔法_百度百科	
从方以智到邓稼先：安庆科学文化的出版社	合肥工业大学出版社;	0	从方以智到邓稼先：安庆科学文化_百度百科	
世纪道德的ISBN	9787801092953	0	《世纪道德》([美]斯皮内洛)【摘要 书评 试读】- 京东图书	
东发学派的中文名	东发学派	0	东发学派 - 中文维基百科【维基百科中文版网站】	
从老庄哲学至晚清方术的装帧	平装	0	从老庄哲学至晚清方术 (豆瓣)	
你的衣服，我负责的小说进度	暂停	0	九极蛮界-第一百一十九章:我负责-爱阅小说网	
保平村（海南省三亚市崖城镇保平村）的行政区类别	村	0	保平村_百度百科	
东亚孔雀藓的目	油藓目	1	油藓目	来自百度知识图谱
中国商用飞机有限责任公司北京民用飞机技术研究中心的第一条	概况	0	中国商用飞机有限责任公司北京民用飞机技术研究中心_百度百科	
中国分省旅游系列图的定价	132.00元	0	中国分省旅游系列图 (豆瓣)	
中国生态旅游投资战略研究的书名	中国生态旅游投资战略研究	0	中国生态旅游投资战略研究_百度百科	
仙破群潮的连载网站	纵横中文网	0	《仙破群潮》最新txt全集下载_百度知道	
中国民办教育研究(2003)的出版时间	2004-07	1	2004年7月	来自百度百科
中国成人教育百科全书的ISBN	9787805704647	0	中国成人教育百科全书 (豆瓣)_豆瓣读书	
五圣珠的小说进度	暂停	0	圣珠最新全部章节在线阅读-爱阅小说网	
云生的中文名	云生	0	云生这个名字怎么样_百度知道	
中国出版产业论稿的出版时间	2006-11-30	1	2006年11月30日	来自百度百科
亦π空间的特点	低总价精装、小户型	0	亦π空间_百度百科	
伊斯塔斯永公园酒店的酒店地址	Muhsine Hatun Mah. Tevasi Cesmesi Sok. No:69, 法提赫, 34480 伊斯坦布尔	0	伊斯塔斯永公园酒店_百度百科	
企业职工伤亡事故调查分析规则的针对人群	职工	0	最新精选2020年安全管理人员安全知识测试题库500题(含参考答案) -...	
五环明星的出版周期	月刊	1	月刊	来自百度百科
中海沥青股份有限公司的占地面积	40万平方米	1	40万平方米	来自百度百科
修练成精来害你的作者	夏初颜	1	夏初颜	来自百度百科
俞瑞方的民族	汉族	1	汉族	来自百度百科
东华大学出版社的总部地点	上海	0	【东华大学出版社】东华大学出版社电话,东华大学出版社地址..._图吧	
书湘阴驿壁的作品出处	唐诗宋词	0	书湘阴驿壁_百度百科	
乐园（韩国2009年金荷娜主演电视电影）的片长	111分钟	0	乐园_百度百科	
佩尔·梅特萨克的国籍	德国	1	德国	来自百度百科
于广明（七台河高级中学教师）的中文名	于广明	0	于广明_百度百科	
仙桃贷款网的地点	仙桃	0	仙桃贷款网_百度百科	
东莞市毅鸿实业有限公司的注册资本	人民币 50 万	1	人民币50万	来自百度百科
余世猛的国籍	中国	1	中国	来自百度百科
优派 PJD6212的投影机特性	互动	0	【优派PJD6212】报价_参数_图片_论坛_(ViewSonic)优派PJD6212投影...	
伊万·勒·拜舒的国籍	法国	1	法国	来自百度百科
僵尸去死的联系	<a>动作小游戏</a>	0	僵尸去死_百度百科	
亚甫拉克村的村内企业	食品、电光源厂	0	亚甫拉克村_百度百科	
中央储备粮莱州直属库的所获荣誉	烟台市AAA级劳动和谐企业	0	中央储备粮莱州直属库_百度百科	
书不尽言，言不尽意的中文名	言不尽意、书不尽言	0	书不尽言，言不尽意_百度百科	
个性闹钟的中文名	个性闹钟	0	个性闹钟_百度百科	
丛林摩托车训练的中文名	丛林摩托车训练	0	丛林摩托车训练_百度百科	
买划算的成立时间	2011年3月	1	2011年3月	来自百度百科
人海慈航的副标题	怎樣知道有觀世音菩薩	0	人海慈航 (豆瓣)	
做人做事进退智慧全集的出版时间	2010-11-1	1	2010年11月1日	来自百度百科
乳酸脱氢酶(LDH或LD)的尿	560～2050U/L	0	乳酸脱氢酶(LDH或LD)_百度百科	
五星太阳能有限公司的企业口号	超越自我、与时俱进	0	五星太阳能有限公司_百度百科	
中国镖局的位于	平遥古城南大街61号	1	平遥古城南大街61号	来自百度百科
中国激光设备门户的公司性质	民营	0	中国激光设备门户_百度百科	
中国人民政治协商会议肥西县委员会的中文名	中国人民政治协商会议肥西县委员会	0	中国人民政治协商会议肥西县委员会_百度百科	
九州神魔志的中文名	九州神魔志	0	九州神魔志吧_百度贴吧	
伪青梅，伪竹马的作者	佥林	1	佥林	来自百度百科
