query	expect_answer	is_exact	answer	_from
1-对甲基苯磺酸基咪唑的英文名	1-(p-Toluenesulfonyl)imidazole	1	1-(p-Toluenesulfonyl)imidazole	来自百度百科
.wang的正式上线时间	2014年3月22日	1	2014年3月22日	来自百度百科
12·18北京北大附小班级豪华联欢事件的涉事主题	北大附小4年级2班	0	12·18北京北大附小班级豪华联欢事件_百度百科	
-节选的作者	夏裕的猫	0	诗经采薇节选的作者	
12·7西安建筑科技大学血案的结果	一名大一学生被中学同学刺死	0	12·7西安建筑科技大学血案_百度百科	
1896年的纪年	丙申年	0	1896年_百度百科	
1669年的生肖	猴年	1	酉鸡(农历 己酉年，阳历 0113年0月0日-年0月0日)	来自百度知识图谱
1.exe的文件大小	1,468,168 字节	0	文件后缀EXE,全部大小为1.18MB_百度知道	
1765年的年号	清朝乾隆三十年	1	清朝乾隆三十年	来自百度百科
(2S,3aR,7aS)-1H-八氢吲哚-2-羧酸苄酯盐酸盐的分子式	C16H21NO2	0	(2S,3aR,7aS)-1H-八氢吲哚-2-羧酸盐酸盐-盖德化工网	
.co的公司	ICANN	0	Paxel.co - Paxel.co公司 - Paxel.co竞品公司信息 - 天眼查	
0岁启蒙卡/幼儿启蒙大图卡的ISBN	9787531548676	0	...医学院 职业启蒙系列小学STEM科普体系 附赠医学内容大图 人体...	
0-5岁婴幼儿疾病照护百科-儿童医院院长教你养育健康宝宝的出版社	北京科学技术出版社	0	0-5岁婴幼儿疾病照护百科-儿童医院院长教你养育健康宝宝_百度百科	
100分幼小启蒙教育练习册学前练习（一）每日十分钟的出版社	北方妇女儿童出版社	0	全5册 幼小衔接学前冲刺100分练习册 数学识字拼音描红同步练习 一...	
0岁宝宝书：我找到手套啦的ISBN	9787510104237	0	Missing Mittens (Math Start) 数学启蒙:手套不见了 ISBN 97800...	
168手机商城的商品	手机	0	168手机商城品牌及商品 - 京东	
10016的中文名	10016	0	10016怎么给我打电话?_百度知道	
100+的合作方	中国电信、百度	0	从雾都到顺义 | 100 · 合作方_手机搜狐网	
100个句子搞定英语语法的出版时间	2004-4	1	2004年4月	来自百度百科
1201的最高分辨率	1280×720 pix	0	1201_百度百科	
14点方案的发表者	美国总统伍德罗·威尔逊	0	14点方案_百度百科	
12·15广东广州校车撞树事故的原因	紧急避让一突然出现的行人	0	12·15广东广州校车撞树事故_百度百科	
150平方米车间降温设备的中文名	150平方米车间降温设备	0	150平方米车间降温设备_百度百科	
131天使投资计划的性质	计划	0	131天使投资计划_百度百科	
1871年式11毫米毛瑟步枪的中文名	1871年式11毫米毛瑟步枪	0	1871年式11毫米毛瑟步枪_百度百科	
1-乙炔基-1-环己醇的中文名	1-乙炔基-1-环己醇	0	1-乙炔基-1-环己醇_百度百科	
1-(4-硝基苯基偶氮)-2-萘酚)（对位红）的外文名称	Para Red	0	1-（4-硝基苯基偶氮）-2-萘酚)（对位红）_百度百科	
100位为新中国成立作出突出贡献的英雄模范人物：张自忠的出版社	吉林文史出版社	0	100位为新中国成立作出突出贡献的英雄模范人物：张自忠_百度百科	
1,2,3,4-O-四乙酰基-α-L-岩藻吡喃糖苷的中文名	1,2,3,4-O-四乙酰基-α-L-岩藻吡喃糖苷	0	27894-81-1_4-硝基苯基 4-O-(2,3,4,6-O-四乙酰基-beta-D-吡喃半...	
1108年的西夏	贞观八年	0	1108年_百度百科	
0-3岁育儿全程指导的ISBN	9787532394432	0	0-3岁育儿全程指导_百度百科	
141的罗马数字	CXLI	1	CXLI	来自百度百科
17Vee 迪士尼M21的中文名	17Vee 迪士尼M21	0	17vee迪士尼M21升级版和苹果iPhone6 32GB哪个好|综合对比_太平洋...	
1.2311钢的状态及硬度	硬度285~325HBS.、调质预硬态	0	1.2311钢_百度百科	
"海洋"号两栖直升机母舰的排水量	21758吨	1	21758吨(满载)	来自百度百科
10方块的游戏名称	10方块	0	15个方块数字游戏2020排行榜前十名下载_好玩的15个方块数字..._九游	
12cr1mov钢板的合金元素	≥3.5%、≥2.5%	0	合金结构钢12cr1moV钢板_百度文库	
12·6台湾花莲地震的深度	25公里	0	6·12花莲地震_百度百科	
