query	expect_answer	is_exact	answer	_from
0妖的连载网站	晋江文学城	0	小0妖的主页 - 站酷 (ZCOOL)	
100万颗眼泪同人快乐的明天的中文名	100万颗眼泪同人快乐的明天	0	100万颗眼泪同人快乐的明天_百度百科	
10·6怀化气罐车爆炸事故的发生地点	湖南<a>怀化</a>常吉高速公路官庄镇	0	10·6怀化气罐车爆炸事故_百度百科	
100位为新中国成立作出突出贡献的英雄模范人物：张自忠的页数	128页	1	128页	来自百度百科
1000次的恋爱手册的小说进度	连载	0	《1000次的恋爱手册》童颜如雪_【原创小说|言情小说】_晋江文学城	
133H的精度	±2.5%	0	133H_百度百科	
15天突破法条：民事诉讼法·刑事诉讼法（2008年版）的定价	15.00元	0	民事诉讼法和刑事诉讼法的异同_百度知道	
1,2-重氮氧基-4-萘磺酸的英文名	1,2-Naphthoxydiazo-4-sulfonic  acid	1	1,2-Naphthoxydiazo-4-sulfonic acid	来自百度百科
12G的简称	12G	0	毛衫制作的9G,11G,12G是指什么?_百度知道	
14岁，我多了一份回忆的中文名	14岁,我多了一份回忆	0	14岁，我多了一份回忆_百度百科	
1,7-二羟基萘的中文名	1,7-二羟基萘	0	1,7-二羟基萘 CAS#: 575-38-2	
0能者九条凑 01的出版社	台灣角川	0	0能者九条凑 01_百度百科	
133（重庆号舰艇的别称）的吃水	4.6米	0	133_百度百科	
06cr13无缝钢管的特点	规格齐全、保证质量	0	06cr13无缝钢管_百度百科	
11.1洛杉矶国际机场枪击事件的伤情	至少1人死亡、7人受伤	0	11.1洛杉矶国际机场枪击事件_互动百科	
.NET软件测试自动化之道的译者	<a>刘晓伟</a>	1	刘晓伟	来自百度百科
11·27上海杀婴案的案发地	上海市	0	11·27上海杀婴案_百度百科	
12月、易寒、绡的小说进度	连载	0	12月、易寒、绡_百度百科	
101个字谜入门智力游戏（初级版）的开本	48开	0	101个字谜入门智力游戏（初级版）_百度百科	
1-氨基-2-萘酚-4-磺酸的产品编号	FZS120	0	1-氨基-2-萘酚-4-磺酸_百度百科	
1,4-环己基二甲酸二甲酯的CASNO	94-60-0	0	1,4-环己基二甲酸二甲酯,CAS号94-60-0,武汉福德化工有限公司,1,4-...	
