query	expect_answer	is_exact	answer	_from
1+1轻巧夺冠优化训练：9年级数学的书名	1+1轻巧夺冠优化训练：9年级数学	0	人教版九年级上册数学1加1轻巧夺冠优化训练答案_学子斋	
0~3岁宝宝早教卡的书名	0~3岁宝宝早教卡	0	宝宝早教大卡王：0-3岁早教卡_百度百科	
123 Night Club酒吧的餐馆名称	123 Night Club酒吧	0	123 Night Club酒吧_百度百科	
13号酒吧酒店的房间数量	3	0	13号酒吧酒店_百度百科	
15岁女孩的哈韩小说：《霸王别“姬”》的中文名	15岁女孩的哈韩小说:《霸王别“姬”》	0	15岁女孩的哈韩小说：《霸王别“姬”》_百度百科	
11大佬的连载网站	起点中文网	0	最强附身系统-第十一章 大佬众多!牛逼得不要不要的!-爱阅小说网	
1000个为什么的作者	朱远洋	1	朱远洋	来自百度百科
12生肖胖胖猪的ISBN	9787536533967	0	12生肖胖胖猪_百度百科	
17342-08-4的化学式	C5H9NO2	1	C5H9NO2	来自百度百科
101种面试巧妙提问的ISBN	9787113127596	0	101种面试巧妙提问_百度百科	
1.4河南濮阳一化工厂起火事故的时间	2013年1月4日	1	2013年1月4日	来自百度百科
1-硝基蒽醌-5-磺酸钠盐的中文名	1-硝基蒽醌-5-磺酸钠盐	0	1-硝基蒽醌-5-磺酸钠盐 CAS#: 82-50-8	
1-甲基L-天门冬酸的中文名	1-甲基L-天门冬酸	0	1-甲基L-天门冬酸_百度百科	
14岁(08)的装帧	平裝	0	14岁(08)_百度百科	
11G101-1的出版时间	2011年8月	1	2011年8月	来自百度百科
1-12个月婴儿功能监护与测评的ISBN	9787810725194	0	基础会计同步练习与测评 ISBN:978-7-5375-9683-1 作者:刘亚荣,徐...	
12捷径提前上大学的出版时间	2009-9	1	2009年9月	来自百度百科
1,3-苯二硫酚的外文名	benzene-1,3-dithiol	1	1,3-Benzenedithiol	来自百度百科
06J908-7既有建筑节能改造的出版时间	2006-10	1	2006年10月1日	来自百度百科
1721年的中文名	1721年	0	举世瞩目:有仨名字,中文名字最大气,印度名字最狭隘	
101漂亮宝贝：101个家庭的孕育手记的装帧	平装	0	101漂亮宝贝：101个家族的孕育手记_百度百科	
180秒的小说进度	已完结	0	180秒_百度百科	
0-6岁儿童常见病防治必读的ISBN	9787533737566	0	【免费文献】清肺口服液治疗小儿呼吸道合胞病毒(RSV)肺炎痰热闭肺...	
1,4-环己酮单乙二醇缩酮的分子式	C6H8O2	0	1,4-环己酮单乙二醇缩酮物理参数 - 建设工程百科 - 造价通百科	
16岁，我爱上你的连载网站	小说阅读网	0	16岁，我爱上你_百度百科	
1,2-双(4-氨基苯氧基)乙烷的分子式	C14H16N2O2	0	1,2-双(4-氨基苯氧基)乙烷 CAS#: 6052-10-4	
(修订版)道路交通标志和标线简明手册的出版社	<a>中国标准出版社</a>	0	新版道路交通标志和标线简明手册_百度百科	
115114电影网的中文名	115114电影网	0	115114电影网_百度百科	
13岁女孩被铐“游街”事件的时间	2013年5月27日	1	2013年5月27日	来自百度百科
.IDL文件的中文名	.IDL文件	0	.IDL文件_百度百科	
10秒钟的开发平台	<a>Android</a>	0	10秒钟_百度百科	
15号大桥区暂住酒店的周围景观	蓝桥、阿姆斯特丹性博物馆、荷兰国家博物馆、达姆广场&amp;国家纪念碑、阿姆斯特丹王宫、博物馆广场、红灯区、市区购物街、阿姆斯特丹中央火车站、梵高美术馆、辛格鲜花市场	0	15号大桥区暂住酒店_百度百科	
1,5-二咖啡酰奎宁酸的外文名	1,5-Dicaffeoylquinic acid; Cynarin、Cynarine	1	1,5-Dicaffeoylquinic acid; Cynarin；Cynarine	来自百度百科
100年是一个世纪的连载网站	起点中文网	0	100年是一个世纪百度云资源_网盘资源_百度云搜索-坑搜网	
"金龙"在行动的装帧	平装	0	"金龙"在行动的装帧_百度图片	
100位最伟大的电影明星的对白语言	英语	0	凝视山羊的人_凝视山羊的人 什么时候上映 - 云+资源 - 我要资源网	
15号之家别墅的周围景观	红柴水乡、关山、后壁湖、琼麻工业历史展示区、猫鼻头、辉哥生鱼片、观赏雁鸭、白沙湾、贝壳23、维多利亚马场、龙銮潭自然中心	0	15号之家别墅的周围景观_百度图片	
123，扑倒奥特曼的作者	钱来来	0	123，扑倒奥特曼_百度百科	
1,2,3-苯并三氮唑的中文名	1,2,3-苯并三氮唑	0	1,2,3-苯并三氮唑_百度百科	
15岁的夏天的中文名	15岁的夏天	0	十五岁的夏天_百度百科	
'98人鱼公主的小说进度	已完结	0	叙神业-五十八章:人鱼公主-爱阅小说网	
160个词教你读懂猫咪心的译者	林珍妮 丁雯妍	1	丁雯妍、林珍妮	来自百度百科
10·10浙江钱塘江意外落水事件的时间	2010年10月10日下午	1	2010年10月10日下午	来自百度百科
1300R005BN4HC滤芯的过滤精度	5μm	1	5微米	来自百度百科
09考研数学考前必做三套题的作者	蔡子华	1	蔡子华	来自百度百科
17世纪的英国社会的页数	232	1	232页	来自百度百科
15分钟叉烧蛋炒饭的菜名	15分钟 叉烧蛋炒饭	0	15分钟叉烧蛋炒饭_百度百科	
0~3岁宝宝营养食谱的装帧	平装	0	0~3岁宝宝营养均衡食谱.pdf	
0～40周孕期全程监测卡的出版社	人民邮电出版社	0	《0～40周孕期全程监测卡 (监测卡系列)[精品]》最新章节_孕10月...	
12·1乌克兰示威活动的时间	2013年12月1日	1	2013年12月1日	来自百度百科
1-苯基-1-氰基环戊烷的中文名	1-苯基-1-氰基环戊烷	0	1-苯基-1-氰基环戊烷_百度百科	
1-氨基蒽醌的熔点	253~254	1	253~254	来自百度百科
(多代理系统用迭代软件工程的定价	110.00	0	《关于多代理系统的研究》01 - ganggang112800的专栏	
11·18内蒙古煤矿透水事故的伤亡情况	1名矿工逃生、12名矿工被困井下	0	11·18内蒙古煤矿透水事故_百度百科	
1/2奇妙双胞胎的点评	交替转换很辛苦,性格差距很成问题	0	1/2奇妙双胞胎_百度百科	
10·1湖北潜江天然气泄漏事故的结果	691名村民冒雨大转移	0	10·1湖北潜江天然气泄漏事故_百度百科	
1001个故事+为什么的其他名称	1001 + why story	0	1001个故事-原创-高清正版视频在线观看-爱奇艺	
12.1枪杀大案的制片地区	中国	0	12.1枪杀大案_百度百科	
1427年的世纪	15世纪	1	15世纪	来自百度百科
101种降低高血压的特效法的译者	王慧　译	1	王慧	来自百度百科
10.22沈阳惨案的地点	铁西区重工街附近一家快捷酒店内	0	10.22沈阳惨案_百度百科	
06春快客英语综合手册七年级下的出版时间	2005-11	1	2005年11月	来自百度百科
0号刺杀的制片地区	中国	0	0号刺杀 - 百度百科	
080M46的硬度	;供货状态硬度 137~170	1	供货状态硬度 137~170	来自百度百科
12.6包茂高速爆胎起火事件的初步调查原因	可能是由于车胎制动系统出现故障	0	我在包茂高速钟山隧道出口处爆胎该打什么电话_百度知道	
06春龙门新教案八年级数学下北师大版的页数	171	1	171页	来自百度百科
.NET & XML Magazine 2002-2003 中文精华合集 （平装）的出版社	电子工业出版社	0	net_百度百科	
