query	expect_answer	is_exact	answer	_from
1810CLUB的地区	成都市	0	1810CLUB_百度百科	
1 2.3 冰块人的中文名	1 2.3 冰块人	0	1 2.3 冰块人_百度百科	
1533-78-4的中文名	1533-78-4	0	1533-78-4_百度百科	
0453的邮编	157000	1	157000	来自百度百科
12金星星座，看准骨子里的爱的页数	222	1	222页	来自百度百科
12333社保查询网的研制开发	<a>路遥</a>科技公司	0	12333社保查询网 - 网站百科	
1885年的性质	传统纪年	0	1885年_百度百科	
15CrMoG合金钢管的中文名	15CrMoG合金钢管	0	15crmog合金钢管信息-天津12cr1movg合金钢管网	
1303大厦的中文名	1303大厦	0	1303大厦_百度百科	
163石头返利网的中文名	163石头返利网	0	163石头返利网_百度百科	
09MR603城市道路的ISBN	9787802424807	0	09MR603城市道路_百度百科	
1872年的年号	清穆宗同治十一年	1	清穆宗同治十一年	来自百度百科
10岁我最大Ⅲ家有笨狗不安宁的副标题	家有笨狗不安宁	0	10岁我最大3：家有笨狗不安宁_百度百科	
17-甲睾酮的中文名	17-甲睾酮	0	17-甲睾酮_百度百科	
15分钟快写素描： 色铅笔篇的丛书	生活美術系列	0	15分钟快写素描： 色铅笔篇_百度百科	
****女王之奈何我爱你的中文名	****女王之奈何我爱你	0	****女王之奈何我爱你_百度百科	
1.2W太阳能背包的太阳能值功率	1.2W	0	1.2W太阳能背包_百度百科	
031型潜艇的仿制型号	苏联G级潜艇（629型）	0	031型潜艇_百度百科	
1,3丙烷磺酸内脂1.3PS的分子式	C3H6O3S	0	1,3丙烷磺酸内脂1.3PS_百度百科	
100个奥运冠军的童年故事（注音版）的出版社	世界知识出版社	0	100个奥运冠军的童年故事（注音版）_百度百科	
17世纪大冒险的小说进度	连载	0	17世纪大冒险_百度百科	
0-3岁宝宝认读全书：水果的装帧	平装	0	0-3岁宝宝认读全书：水果_百度百科	
1,1-二氯二苯甲烷的CAS号	2051-90-3	0	二氯二苯甲烷 CAS#: 2051-90-3	
1726年的1726年	<a>改土归流</a>	0	1726年1月日历_1726年1月万年历_1726年1月份日历表_万年历_疯狂查询	
101°创意焖锅的地区	武汉市	0	101°创意焖锅_百度百科	
18号墓穴的小说进度	连载	0	【小说】第18号墓穴最新章节_九天鸿运_全集下载_飞卢原创小说在线...	
1515牛排馆酒吧的地区	上海市	0	在南京市搜索1515牛排馆酒吧的地区_百度地图	
0岁宝宝卡的书名	0岁宝宝卡	0	最新0岁宝宝卡（红版）_百度百科	
1-烯丙氧基-2的蒸汽压	0.37kPa/20℃	0	1-烯丙氧基-2的蒸汽压_优质商品价格_百度爱采购	
1500 DS系列：麻将V的游戏产地	日本	0	1500 DS系列:麻将V - 搜狗百科	
**139的定义	例如：人物、学者 undefined、历史	0	**139_百度百科	
"我们这些普通班的学生根本就不知道消息的中文名	“我们这些普通班的学生根本就不知道消息	0	尖子生考前拜“文曲星” 普通班学生表不满_教育_腾讯网	
1300R005BN4HC滤芯的滤芯耐压差	21MPa	0	1300R005BN4HC滤芯_百度百科	
*天使心*的作者	雪天使	1	雪天使.QD	来自百度百科
120个影响一生的哲理寓言的作者	陈书凯 编	1	陈书凯	来自百度百科
101条终生受益的老经验的定价	26.0	0	101条终生受益的老经验_百度百科	
1168年的农历	<a>戊子</a>年	1	戊子年	来自百度百科
100个创造性科学游戏的定价	28.0	0	100个创造性科学游戏_百度百科	
140度伪装少年的连载网站	小说阅读网	0	140度伪装少年_百度百科	
+1（网络用语）的外文名	+1	0	1_百度百科	
10·18浙江温州塑编厂火灾的单位	华正塑业	0	10·18浙江温州塑编厂火灾_百度百科	
10天打造说话高手的类别	图书 &gt; 励志与成功 &gt; 演讲与口才	0	10天打造说话高手_百度百科	
1522年的中文名	1522年	0	公元1522年出生的名人大全_常识_百问中文	
1721年的年号	清圣祖康熙六十年	1	清圣祖康熙六十年	来自百度百科
1000米激光指向仪的特点	激光穿透空气介质能力逐渐加强、光斑也变得更加稳定	0	1000米激光指向仪_百度百科	
12p的类别	营销理论	0	下一篇妹妹水真多12p,中文下一篇12p,水妹妹导航-仨图文学	
1502年的年份	1502年	0	1502年_百度百科	
11记者的连载网站	起点中文网	0	www.gmw.cn/03zhuanti/2004-00/jinian/jnzj/xzw/11.html	
.交通·的装帧	精装	0	.交通·的装帧_百度图片	
109则年轻人必知的哲理的出版时间	2004年01月	1	2004年1月	来自百度百科
10000个科学难题·地球科学卷的ISBN	9787030289834	0	10000个科学难题·地球科学卷_百度百科	
09兼职网的运营方	郑州大学勤工俭学部	0	09兼职网-网上兼职招聘信息,最大靠谱的网络兼职正规网站	
0372的国家	中国	1	中国	来自百度百科
****王爷下堂妃的中文名	****王爷下堂妃	0	妃常狡诈：王爷的下堂妃_百度百科	
1,2,3数兔子的出版时间	2012-8	1	2012年8月	来自百度百科
15少年之《风之宿命》的作者	15少年	0	15少年之《风之宿命》_百度百科	
1828的来源	意大利	0	阿尔伯特·韦伯是德国巴伐利亚地区的阿尔伯特·韦伯 (1828	
188上海菜的餐馆名称	188上海菜	0	188上海菜_百度百科	
120位名人讲授的77堂成功课：决定名人成功的一件事的价格	18.00	0	中国最经典的名人传记,我国名人传记有哪些-中国历代人物故事	
12345加油的中文名	12345加油	0	12345加油！_百度百科	
12号州际公路的外文名	Interstate 12	1	Interstate 12	来自百度百科
10个想法不如一个行动的出版时间	第1版 (2002年1月1日)	1	2002年1月1日(第1版)	来自百度百科
189荣誉的出处	<a>魔兽世界</a>	1	魔兽世界	来自百度百科
09春中考经典题组训练科学的出版社	开明出版社	0	09春中考经典题组训练科学_百度百科	
10·16美国密歇根州车祸的结果	2死3伤	0	10·16美国密歇根州车祸的结果_百度图片	
10倍速英文单词记忆的开本	64	0	10倍速英文单词记忆_百度百科	
05"英语（第四册）（提高版）修订的定价	11.3	0	05"英语(第四册)(提高版)修订 (豆瓣)	
16路的起点--终点	西直门外--二里庄	0	西安公交16路起点到终点各站名_百度知道	
1394网络适配器的特点协议	实时应用的宽带宽	0	1394网络适配器_百度百科	
16开经典爱读系列的出版社	吉林美术出版社	0	16开经典爱读系列_百度百科	
(S)-Cbz-3-氨基-Y-丁内酯的分子量	235.24	1	235.24	来自百度百科
0～6岁早期教育，决定孩子的一生的开本	16开	0	...事非经过不知难。养成自己随时随地都能学习的习惯,你的一生...	
135相机摄影的装帧	铜版纸彩印平装	0	135相机摄影_百度百科	
1+X职业技能鉴定考核指导手册·养老护理员的书名	1+X职业技能鉴定考核指导手册·养老护理员	0	...技能鉴定系列丛书之一——《职业技能鉴定培训教材和养老护理员...	
12·14美国康涅狄格州桑迪胡克小学枪击案的中文名	12·14美国康涅狄格州桑迪胡克小学枪击案	0	12·14美国河康涅狄格州校园枪击案_百度百科	
14岁(21)的出版时间	2004/4/23	1	2004年4月23日	来自百度百科
123，说你爱我的中文名	123,说你爱我	0	123，说你爱我_百度百科	
139说客的中文名	139说客	0	139说客的139说客更名移动微博_百度知道	
100分作文精品屋的出版社	中国少年儿童出版社	0	100分作文精品屋 (豆瓣)	
079II型中型登陆舰的中文名	079II型中型登陆舰	0	079II型中型登陆舰_百度百科	
1+1容易学Excel2007的ISBN	10位[7801729536]13位[9787801729538]	0	Excel2007图表完全剖析 3/8-电子商务文档类资源-CSDN下载	
123模板网的提供服务	PPT模板、各类型网站	0	123模板网_新浪博客	
.NET & XML Magazine 2002-2003 中文精华合集 （平装）的作者	美国发赛特技术出版集团	0	net_百度百科	
1013年的纪年	癸丑年（牛年）	1	癸丑年(牛年)	来自百度百科
0Cr16Ni4Cu3Nb的类型	时效硬化不锈钢	0	0Cr16Ni4Cu3Nb对应国标介绍	
11只猫跑马拉松的页数	24页	1	24页	来自百度百科
18岁犯下的错的小说进度	连载	0	找一本小说!主角从小在监狱到18岁才出来!在监狱学了很多技能,一出...	
107线国道的中文名	107线国道	0	107线国道_百度百科	
16mn法兰的属性	一种碳钢金属的材质	0	16mn法兰_百度百科	
139社区的中文名	139社区	0	139社区_百度百科	
107国道（北京至广东公路交通干线）的全长	2698km	0	107国道_百度百科	
05年的夏天是蓝色的的作者	莲华樱音	1	莲华樱音	来自百度百科
11-氨基十一酸的中文名	11-氨基十一酸	0	11-氨基十一酸_百度百科	
10分钟丝带绣入门的定价	16.80元	0	10分钟丝带绣入门_百度百科	
100个最好的楼盘与景观2的作者	佳图文化	1	佳图文化	来自百度百科
11-二十一酮的中文名	11-二十一酮	0	11-二十一酮_百度百科	
109113-72-6的中文名	109113-72-6、2-氯甲基-4-甲基喹唑啉	0	109113-72-6_百度百科	
10分手枪的上映时间	2014	0	10分手枪_百度百科	
12321的领域	互联网	0	12321网络不良与垃圾信息举报受理中心	
13春小学同步作文全程训练·五年级下的页数	127	1	127页	来自百度百科
1-氯十二烷的英文名	1-Chlorododecane	1	1-Chlorododecane	来自百度百科
1-萘甲醛的熔点	1-2℃	1	1摄氏度-2摄氏度	来自百度百科
