query	expect_answer	is_exact	answer	_from
10种暗示法引领孩子进步的页数	218	1	218页	来自百度百科
1-乙基-(3-二甲基氨基丙基)碳二亚胺盐酸盐的CAS号	25952-53-8	0	1-乙基-（3-二甲基氨基丙基）碳二亚胺盐酸盐_百度百科	
09春教材知识详解高中英语的ISBN	9787530368220	0	09春教材知识详解高中英语_百度百科	
1201社区的地点	北京市海淀区花园路街道	0	【1201社区居委会】1201社区居委会电话,1201社区居委会地址_图吧...	
0～12个月视觉激发：色彩世界的页数	12页	1	12页	来自百度百科
16号奇维科住宿加早餐旅馆的地理位置	老城区	1	老城区	来自百度百科
18世纪法国室内艺术的出版日	2008年	0	18世纪法国室内艺术_百度百科	
1/2辛德瑞拉的小说进度	连载	0	1/2辛德瑞拉_百度百科	
1-氟吡啶三氟甲磺酸盐的外文名	1-Fluoropyridinium Trifluoromethanesulfonate[Fluorinating Reagent]	1	1-Fluoropyridinium Trifluoromethanesulfonate[Fluorinating Reagent]	来自百度百科
0798的外文名	无	0	0798_百度百科	
18+：男孩。远行的作者	ortry	0	18+：男孩。远行_百度百科	
10TSUBASA的外文名	おおぞら　つばさ	1	おおぞら　つばさ	来自百度百科
07式武警警徽的盾牌	人民武装警察的象征	0	07式武警警徽_百度百科	
.NET3.5编程的中文名	.NET3.5编程	0	.NET3.5编程_百度百科	
12:03分手的中文名	12:03分手	0	12:03分手_百度百科	
07式军服的外文名	The 07 type military uniform	1	People's Republic of China 07-type military uniforms	来自百度百科
11处特工皇妃（中）：惊才绝艳的80后神秘女特工穿越古代的连载网站	搜狐读书	0	11处特工皇妃（中）：惊才绝艳的80后神秘女特工穿越古代_百度百科	
11是怎样炼成的的连载网站	起点中文网	0	11是怎样炼成的？_百度百科	
17岁那年的作者	17岁那年	0	17岁那年_百度百科	
09款御轩 2.0 手动标准型的前轮距	1490(mm)	0	日产御轩_百度百科	
15CrMoG高压管的属性	无缝钢管	0	15CrMoG高压管_百度百科	
0-3岁宝宝爱玩的60个户外游戏的ISBN	7508263642, 9787508263649	0	套5册专注力训练书 幼儿3-4-5-6岁儿童思维益智游戏图画捉迷藏找不...	
100个圣诞礼物的游戏语言	英文	0	100个圣诞礼物_百度百科	
15分钟打造高效团队的出版社	<a>中信出版社</a>	1	中信出版社	来自百度百科
121健康行动的主题	和谐我生活、健康中国人	0	121健康行动_百度百科	
10·12宁波加油船爆炸事件的中文名	10·12宁波加油船爆炸事件	0	10·12宁波加油船爆炸事件_百度百科	
1434：一支庞大的中国舰队抵达意大利并点燃文艺复兴之火的作者	英)加文·孟席斯	0	1434：一支庞大的中国舰队抵达意大利并点燃文艺复兴之火_百度百科	
.NET 2.0极限编程专家指南的定价	38.00元	0	.NET 2.0极限编程专家指南 (张杰良) PDF扫描版 43.3M 电子书 下载...	
11月4日的特点	离全年结束还有57天	0	11月4日出生的天蝎座性格特点_十二星座_华人开运网	
0.8的幸福哲学的作者	张笑恒	1	张笑恒	来自百度百科
180台DV的故事的策划	周靓 邵艺丽	0	180台DV的故事_百度百科	
1-甲基-4-苄基哌嗪盐酸盐的熔点	158-160°C	1	158摄氏度-160摄氏度	来自百度百科
1 2 思念会蔓延的作者	幸水寒	0	1 2 思念会蔓延_百度百科	
18岁以前要做的50件事-当代小学生素质教育优秀读本的定价	19.80元	0	小学生应该养成的72种好习惯：当代小学生素质教育优秀读本_百度...	
13岁前妈妈要为孩子做的N件事的作者	<a>茜茜</a>	1	茜茜	来自百度百科
101个化解尴尬的沟通技巧：5分钟和陌生人成为朋友Ⅱ的中文名	101个化解尴尬的沟通技巧:5分钟和陌生人成为朋友Ⅱ	0	101个化解尴尬的沟通技巧：5分钟和陌生人成为朋友Ⅱ_百度百科	
"@悠闲族@"旅游社的中文名	“@悠闲族@”旅游社	0	"@悠闲族@"旅游社_百度百科	
100年以后的主角	马兔等	1	马兔等	来自百度百科
100名作家童年怎样写作文的定价	21.50元	0	《100名作家童年怎样写作文》【价格 目录 书评 正版】_中国图书网	
11.30江西万载一花炮厂爆燃事故的地点	江西省<a>宜春市</a>万载县仙源乡株木村	0	11.30江西万载一花炮厂爆燃事故_百度百科	
101恶质情人的中文名	101恶质情人	0	101恶质情人作品评论区_蔷薇书院	
