query	expect_answer	is_exact	answer	_from
0000年的母系氏族的书名	0000年的母系氏族	0	0000年的母系氏族_百度百科	
1688年的全球史的中文名	《1688年的全球史(第10版)》	0	1688年的全球史_百度百科	
1-氟-2,4,6-三甲基吡啶四氟硼酸盐的分子量	226.98	1	226.98	来自百度百科
100%格维拉恋人的小说进度	连载	0	麻雀公主的100%恋人最新章节(旧日日)-全文阅读	
16岁的天空的作者	轩越	0	16岁的天空_十六岁的天空满分作文_我以为我是龙套	
17vee V1000的手机类型	智能手机	0	17VeeV1000参数 17VeeV1000功能介绍 3533手机世界	
1,1-亚甲基-2-萘酚的外文名	2-Naphthalenol,1,1'-methylenebis	1	2-Naphthalenol,1,1'-methylenebis	来自百度百科
10分钟瘦腰瘦腿瘦手臂的作者	《常春藤》编委会	0	10分钟瘦腰瘦腿瘦手臂_百度百科	
0度终极幻想1的出版社	珠海出版社	0	0度终极幻想1_百度百科	
1,2,4,6-O-四乙酰基-3-O-烯丙基--β-D-吡喃葡萄糖的化学式	C17H24O10	0	苯基-2,4,6-三-O-乙酰基-3-O-烯丙基-1-硫代-β-D-吡喃半乳糖苷,...	
10 count 1的作画	宝井理人	0	10count就这样完结啦?一脸懵逼。。。作者是画不下去了吗	
1862年的生肖	狗年	1	戌狗(农历 壬戌年，阳历 0113年0月0日-年0月0日)	来自百度知识图谱
108胶粉的固含量	95±1%	1	95±1%	来自百度百科
03岁宝宝生长发育监测卡的书名	03岁宝宝生长发育监测卡	0	0～3岁宝宝生长发育监测卡_百度百科	
0370团的别名	0370聚团	1	0370聚团	来自百度百科
100盖茨：找茬的语言	英文	0	100盖茨：找茬_百度百科	
0~3岁-收纳与保管-你来猜猜趣味认知-彩虹翻翻书-第2辑的页数	22	1	22页	来自百度百科
13区-中华脊梁（2册）的ISBN	9787501166077	0	13区-中华脊梁（2册）_百度百科	
10年后的承诺的连载网站	新小说吧	0	十年后的承诺丶的微博_微博	
120日元之夏的游戏类型	AVG	1	AVG	来自百度百科
10以内减法运算-聪明兔幼儿描红练习（第2辑）的定价	5.00元	0	汉字描红-聪明兔幼儿描红练习(第2辑) (豆瓣)	
18k金Kiss吊坠的中文名	18k金Kiss吊坠	0	18k金Kiss吊坠_百度百科	
1057年的类别	平年	0	类型电台_百度百科	
07mncrmovr压力容器用低焊接裂纹敏感性调质钢的中文名	07mncrmovr压力容器用低焊接裂纹敏感性调质钢	0	07mncrmovr压力容器用低焊接裂纹敏感性调质钢_百度百科	
1313uv平板打印机的中文名	1313uv平板打印机	0	1313uv平板打印机_百度百科	
0-3岁-智力卡-阳光宝贝的作者	蓝山	1	蓝山	来自百度百科
17game的中文名	17game	0	17GAME代理指环王 中文译名尚为悬念	
18小时熟记新概念英语1152词汇4的开本	16	0	18小时熟记新概念英语1152词汇_经验的同学来说说效果和收费情况...	
