query	expect_answer	is_exact	answer	_from
Myra Pera的周围景观	博斯普鲁斯海峡、伊斯坦布尔大巴扎集市、多尔玛巴赫切宫、苏丹艾哈迈德清真寺（蓝色清真寺）、塔克西姆广场、加拉太塔、加拉塔大桥、托普卡比故宫、教堂地下水宫、圣索菲亚大教堂、苏丹阿赫迈特广场	0	myra pera的周围景观_百度图片	
Apartament Nowiniarska的房间数量	4	0	Apartament Nowiniarska, 华沙 - 查询比价预订	
与儿子的一席话的连载网站	起点中文网	0	与儿子的一席话_百度百科	
KOYO 47T785135A轴承的中文名	KOYO 47T785135A轴承	0	腾冲ZGN357036滚针轴承HY(恒远)轴承当天	
Geforce GT 610m的核心架构	GF117	0	联想ThinkPad E430c 3365A43参数_联想ThinkPad E430c 3365A43参数...	
不悔的征途的连载网站	起点中文网	0	不悔的征途_百度百科	
StrikeAd的属性	全球首款移动广告需求方平台	0	StrikeAd_百度百科	
To Zanarkand的中文名	最终的废墟目的地	1	最终的废墟目的地	来自百度百科
七界传说24的丛书	七界傳說	0	七界传说24_百度百科	
万州烤鱼精品川菜的人均价格	39	0	万州烤鱼精品川菜_百度百科	
不死邪侠的作者	我的名字叫老狼	0	不死邪侠全部作品_不死邪侠作家主页_起点中文网	
3-硝基-1,2-苯二羧酸的中文名	3-硝基-1,2-苯二羧酸	0	3-硝基-1,2-苯二羧酸_百度百科	
七欣天（姜堰店）的营业时间	上午9:00-次日凌晨3:00	0	七欣天（姜堰店）_百度百科	
MECE分析法的解析	头脑风暴法	0	MECE分析法_百度百科	
上党战役指挥部旧址景区的中文名	上党战役指挥部旧址景区	0	上党战役指挥部旧址景区_百度百科	
上蒿子沟村的中文名	上蒿子沟村	0	上蒿子沟村_百度百科	
Hotel Elan的房间数量	8	0	Hotel Elan_百度百科	
S·靴兰迪斯的中文名	S·靴兰迪斯	0	S·靴兰迪斯_百度百科	
CEARROSE MILK的主要成分	罗莎damascene	0	CEARROSE MILK_百度百科	
benser.exe的属于	Veritas Backup Exec	0	benser.exe_百度百科	
NACHI 23072EW33K轴承的中文名	NACHI 23072EW33K轴承	0	NACHI轴承NN3013M2MYC1NAP5进口轴承-阜康NACHI轴承_轴承_云商网...	
2012超声波医学模拟试卷及解析的出版时间	第4版 (2011年12月1日)	1	2011年12月1日(第4版)	来自百度百科
N·格罗斯的职业	运动员 足球	0	N·格罗斯_百度百科	
0-4岁早教启蒙百科全书的出版时间	2007年5月1日	1	2007年5月1日	来自百度百科
EDIMAX BR-6225n的VPN支持	支持	0	EDIMAX BR-6225n和D-Link DIR-600M有什么区别_EDIMAX BR-6225n和D...	
40万的利润的作者	纯银	1	纯银	来自百度百科
三大构成（广西美术出版社出版图书）的出版时间	2010年6月1日	0	三大构成_百度百科	
AF-S VR Zoom Nikkor ED 70-200mm F2.8G的是否支持D40	是	0	尼康 尼克尔 AF-S VR Zoom Nikkor ED 70-200mm F2.8G(IF) 镜头	
GS美神极乐大作战32的定价	80(元)	0	GS美神极乐大作战32_百度百科	
三面怪人达达的中文名	三面怪人达达	0	三面怪人达达	
Together Drinks & Snacks的营业时间	11:30-19:30、星期四休息	0	Together Drinks & Snacks_百度百科	
Topview T210W的屏幕比例	16:10（宽屏）	0	Topview T210W_百度百科	
Viktoria Hotel的酒店星级	3星级	1	三星级	来自百度百科
NACHI 5217轴承的系列	角接触球轴承	0	NACHI 5217轴承_百度百科	
丑丑的虫虫面包和葡萄干面包的分类	面包	0	丑丑的虫虫面包和葡萄干面包_百度百科	
下铺子村的人口	994人	1	994人	来自百度百科
上将的独宠小妖精的中文名	上将的独宠小妖精	0	上将的独宠小妖精_百度百科	
ICD心电图简释的作者	Aaron B.Hesselson|	0	ICD心电图简释_百度百科	
Hotel The R Blues的地理位置	英迪拉甘地国际机场	1	英迪拉甘地国际机场	来自百度百科
Casa Di Roberto的地理位置	市中心	1	市中心	来自百度百科
3Com SuperStack 3 Switch 4200G(3CR17661-91)的传输速率	10/100/1000Mbps	1	10/100/1000Mbps	来自百度百科
Dear与你共赏的小说进度	连载	0	Dear与你共赏_百度百科	
21世纪全国高等院校通识课规划教材·大学生职业生涯规划与就业指导的出版社	北京大学出版社;	0	21世纪全国高等院校通识课规划教材_百度百科	
PIC单片机原理、开发方法及实践的页数	417页	1	417页	来自百度百科
丑女逆袭；一世受宠的连载网站	云中书城	0	丑女逆袭；一世受宠_百度百科	
7005CDF轴承的所属品牌	NSK轴承	0	7005CDF轴承_百度百科	
ATI Mobility Radeon HD 5850的流处理器	800个	0	NV高端全面败退 ATI HD5850国内首测试 - 电脑讨论 - Chiphell...	
三国之秦扫天下的小说进度	暂停	0	秦扫天下-第一章 梦中花开知多少-爱阅小说网	
2013款东南V5菱致1.5L CVT智尚型的年款	2013	1	2013年	来自百度百科
《幸福一定强》幕后花絮写真书的出版社	湖南人民出版社	0	《幸福一定强》幕后花絮写真书_百度百科	
一起纪念那些逝去的日的小说进度	连载	0	一起玩传奇那些逝去日子-01章 攻城-爱阅小说网	
ShopNum1联盟系统的低成本	多人帮您推广、让您一人开店	0	ShopNum1联盟系统_百度百科	
“我爱你”别乱说的小说进度	连载	0	无耻盗贼-在网上说‘我爱你‘的下场-爱阅小说网	
21世纪经济学管理学系列教材·会计学的页数	338页	1	338页	来自百度百科
万城RX98(2GB)的录音时间	576小时	0	万城RX98(2GB)_百度百科	
2004中国食品工业龙头企业食品工业强县发展报告的书名	2004中国食品工业龙头企业食品工业强县发展报告	0	中国食品安全发展报告2016_百度百科	
COUNTIFS的目的	统计	0	COUNT 、COUNTIF、COUNTIFS的作用与区别 - 知乎	
Office XP教程的装帧	平装(无盘)	0	Office XP实用教程 入门与提高 (豆瓣)	
Charlie Haden的出生	1910-08-06	0	Charlie Haden个人资料_信息档案_九酷音乐	
上庄家园的物业公司	：小区物业	1	：小区物业	来自百度百科
p.cn的中文名	<a>p.cn</a>	0	hao.p.cn的中文域名是什么_百度知道	
上海良工阀门厂有限公司的生产厂房	21200平方米	0	上海良工阀门厂有限公司_百度百科	
A·贝斯帕洛的身高	177厘米	1	177厘米	来自百度百科
2014飞起来的中文名	2014飞起来	0	2014飞起来_百度百科	
