query	expect_answer	is_exact	answer	_from
Highlander：恶魔战士的中文名	Highlander：恶魔战士	0	Highlander：恶魔战士_百度百科	
365生活故事的出版社	<a>安徽少年儿童出版社</a>	0	365生活故事 (豆瓣)	
上海林罗机械有限公司的产品目录	直角机器人、焊接机器人、点胶机	0	上海林罗机械有限公司_百度百科	
LG Bliss的外观设计	直板	0	LG Bliss_百度百科	
Intel 赛扬双核 E3200（散）的中文名	Intel 赛扬双核 E3200（散）	0	Intel 赛扬双核 E3200（散）_百度百科	
1039A701的GPS类型	便携车载	0	【1039 A701】(1039 A701)报价_图片_参数_评测_论坛_1039 A701GPS...	
七十二人间的小说进度	连载	0	人间天国-第七十二章 变化(上)-爱阅小说网	
Why Why的歌曲原唱	<a>曹格</a>	0	Why Why Why_百度百科	
上海旅游年鉴的出版社	上海辞书出版社	1	上海辞书出版社	来自百度百科
TP-Link TL-SL2210WEB的中文名	TP-Link TL-SL2210WEB	0	TP-Link TL-SL2210WEB_百度百科	
710分六级综合单项技能突破的页数	229页	1	229页	来自百度百科
丁国典的本名	丁国典	0	丁国典_百度百科	
let's go（girls day 单曲特别专辑）的音乐风格	流行	0	let's go_百度百科	
OTEX的软件名称	OTEX	0	OTEX_百度百科	
beoplay a3扬声器的充满电可用时	五个小时	0	beoplay a3扬声器_百度百科	
iFi-725的信噪比	75dB	1	75dB	来自百度百科
一品菇皇煲的中文名	一品菇皇煲	0	一品菇皇煲_百度百科	
一般力学及其计算机模拟的开本	16	0	一般力学及其计算机模拟_百度百科	
e道航E900的屏幕尺寸	4.3英寸	1	4.3英寸	来自百度百科
MakeLove.exe的外文名	MakeLove.exe	0	MakeLove.exe_百度百科	
ysing余香的中文名	ysing余香	0	ysing余香_百度百科	
上海广川（渝垫）物流有限公司的经营范围	人工装卸、物流信息咨询、普通货运、仓储、货运运输代理	0	上海广川（渝垫）物流有限公司_百度百科	
下一个销售精英就是你的书名	下一个销售精英就是你	0	下一个销售精英就是你_百度百科	
css2.0的发布	1998年5月	0	css2.0_百度百科	
Club Grand Side的英文名称	Club Grand Side	0	Club Grand Side_百度百科	
RFAD的举例	DA_ON、AD_ON	0	RFAD_百度百科	
Nymse.exe的出品者	Norman	0	Nymse.exe - Nymse Nymse.exe - Nymse进程是什么 有什么用-太平洋...	
上颌窦种植外科学的书名	上颌窦种植外科学	0	上颌窦种植外科学_百度百科	
TOEFL训练精典：阅读的页数	559页	1	559页	来自百度百科
TDM2400的类型	语音<a>通信服务器</a>	0	TDM2400_百度百科	
S·沙里迪斯的职业	运动员 足球	0	K·马诺沙里迪斯_百度百科	
一代袅雄的小说进度	连载	0	重生之一代枭雄最新全部章节在线阅读-爱阅小说网	
三国战记集气快超级plus的中文名	三国战记集气快超级plus	0	三国战记集气快超级plus_百度百科	
e道航 Q6的产品类型	PND便携机	0	互联e道航Q6参数_互联e道航Q6参数配置|详细参数_太平洋产品报价	
Spices Hotel的酒店地址	No, 5 Lorong Lumut,, 乔治镇, 槟城, 马来西亚 10200	0	Spices Hotel的酒店地址_百度地图	
上海理工大学医疗器械与制药工程论坛的中文名	上海理工大学医疗器械与制药工程论坛	0	上海理工大学医疗器械与制药工程论坛_百度百科	
一个革命的范式——对冲基金与另类投资组合策略与理论的出版时间	2013年6月出版	1	2013年6月	来自百度百科
Я的外文名	Я	0	Я_百度百科	
BtoB（电子商务模式）的属性	电子商务模式	0	BtoB电子商务模式分析_百度文库	
Hello Pizza外卖店的营业时间	9:0020:00	0	Hello Pizza外卖店_Hello Pizza外卖店地址_Hello Pizza外卖店地图	
Vole的所属专辑	璀璨永恒On Ne Change Pas	0	《Vole》单曲 - 《Face A/Face B》专辑 - Axelle Red - 虾米音乐	
2013-申论历年真题及华图名师详解-最新版-超值赠送360元网络课程+39元网课代金券的页数	70	0	《华图版2013云南公务员考试专用教材:申论历年真题及华图名师详解...	
不要说不要的词	十方	0	可以不用说来表达的词语20个_百度知道	
