query	expect_answer	is_exact	answer	_from
Tuong Vy Guest House的周围景观	大叻市场、疯狂的房子、大叻天主教堂、春香湖、保大行宫、大叻大学、大叻窄轨火车、大叻城市花园、情人谷、Big C大叻、大叻旧火车站	0	Tuong Vy Guest House_百度百科	
“闽平渔5540号”事件的发生时间	1990年7月21日	1	1990年7月21日	来自百度百科
LanReady LS8000GS+的中文名	LanReady LS8000GS+	0	LanReady LS8000GS_百度百科	
ADO与ADO.NET编程指南的定价	72.0	0	ADO与ADO.NET编程指南 (豆瓣)	
三星 Dart t499的外壳颜色	黑色	0	三星 T499 Dart_百度百科	
the proclaimers的外文名	the proclaimers	0	the proclaimers_百度百科	
一次占卜引发的血案的作者	海涯10001	0	一次占卜引发的血案百度云资源_网盘资源_百度云搜索-坑搜网	
D级轻巡洋舰的排水量	标准4850t 满载6300t	1	4850吨	来自百度百科
KOYO 51134轴承的d(内径)	170mm	1	170毫米	来自百度百科
Wall Josephine的出生地	英国	1	英国	来自百度百科
Apartamento Ponta Negra的酒店地址	Av. Coronel Teixeita, 1302A, Ponta Negra, 马瑙斯, CEP 69037-000, 巴西	0	Apartamento em Ponta Negra-移动版	
CONTEX FSS 8010的中文名	CONTEX FSS 8010	0	CONTEX FSS 8010的中文翻译_百度翻译	
TIMKEN 52393/52618轴承的品牌	TIMKEN	0	52393/52618轴承_NACHI52393/52618轴承规格_NACHI 52393/52618...	
MATLAB定量决策五大类问题的书名	MATLAB定量决策五大类问题	0	MATLAB定量决策五大类问题_百度百科	
万芳亭公园的地理位置	北京市丰台区	1	北京市丰台区	来自百度百科
RTB-Real Time Bidding的中文名	实时竞价	1	实时竞价	来自百度百科
三亚松涛阁旅馆的中文名	三亚松涛阁旅馆	0	三亚松涛阁旅馆_百度百科	
三十里堡镇的地理位置	辽宁省大连市金州区	0	三十里堡镇_地理百科-查字典地理网	
一票难求的歌曲语言	国语	0	一票难求_百度百科	
Intel 凌动 D525的中文名	Intel 凌动 D525	0	Intel 凌动 D525_百度百科	
ARM微控制器原理及应用的ISBN	9787512409835	0	ARM微控制器原理及应用_百度百科	
三生三世——背叛的中文名	三生三世——背叛	0	三生三世——背叛_百度百科	
F1赛车游戏的开发商	Jump Games Private Ltd	1	Jump Games Private Ltd	来自百度百科
Access 2003速成培训教程的出版社	中国电力	0	黄涛《Access 2003速成培训教程》- 买旧书 上有路	
DIY巧克力手工坊的营业时间	9:00-20:00	0	DIY巧克力手工坊_百度百科	
三洋SFX-A90的调制解调器速度	9600/7200/4800/2400bps	0	三洋SFX-A90_百度百科	
三颗针的中文学名	三颗针	0	台湾三颗针_拼音_中药台湾三颗针的来源、性味归经、功效及主治...	
W·阿马斯的国籍	以色列	1	以色列	来自百度百科
上普国际财富中心的标准层面积	1300 ㎡	1	1300平方米	来自百度百科
上海磐古石材有限公司的公司名称	上海磐古石材有限公司	0	上海磐古石材有限公司_百度百科	
上海登文信息技术有限公司的经营范围	专业的条码公司	0	上海登文信息技术有限公司  - 营业执照报...-上海市工商行政管理局	
三福高速公路的中文名	三福高速公路	0	三福高速公路_百度百科	
Holiday Home El Lomo的酒店地址	35250 Ingenio	0	Holiday Home El Brezal, 圣玛丽亚东望洋德大加那利 - 查询比价预订	
C/C++程序设计上机指导与测试的开本	16开	0	C语言程序设计习题答案与上机指导实验要求_百度文库	
下西林村的中文名	下西林村	0	下西林村_百度百科	
T·斯姆勒的国籍	北爱尔兰	1	英国	来自百度百科
Debian标准教程的书名	Debian标准教程	0	推荐书-debian标准教程 - 简书	
SQL Server 2005高级程序设计的作者	Robert Vieira	1	Robert Vieira	来自百度百科
FIFA 2009的Sound	DirectX Compatible	0	《FIFA 09 (Original Soundtrack)》专辑 - Soundtrack - 虾米音乐	
INA HK2512轴承的厚度	12mm	1	12毫米	来自百度百科
Hey Brother（Avicii & Dan Tyminski 演唱的歌曲）的单曲成绩	2014年年榜60	0	avicii的hey brother,这首歌的mv是什么意思?_百度知道	
city天奴的从事	服饰产品的设计和制作	0	city天奴 - 搜狗百科	
三星SE-S224QW的安装方式	外置	0	【三星SE-S224QW】报价_参数_图片_论坛_(Samsung)三星SE-S224QW...	
2012款迈腾改款 1.4TSI 舒适型的排量(L)	1.4	0	2012款迈腾1.4TSI舒适型_百度百科	
A·巴克拉的职业	运动员 足球	0	A·巴克拉_百度百科	
2011中国软件技术大会的地点	国家会议中心·北京·中国	0	2011中国软件技术大会在国家会议中心圆满落幕_百度学术	
万任科技的所在地	中关村科技园区	1	中关村科技园区	来自百度百科
AutoCAD2002建筑应用实例导学（附光盘）的ISBN	9787900641434	0	去商丘技术职业学院做几路车	
SKF C39/500M轴承的中文名	SKF C39/500M轴承	0	SKF C39/500M轴承_百度百科	
66折团购的类型	品牌男装团购网	0	66折团购_百度百科	
BIWIN C8301 256GB的中文名	BIWIN C8301 256GB	0	提升不只一点 BIWIN新作C8301足容固态硬盘_佰维固态硬盘_内存硬盘...	
万佳建材有限公司的经营范围	石膏粉	0	万佳建材有限公司_百度百科	
TCL L46V10FBE的分辨率	1920*1080	0	【TCL L46V10FBE】报价_参数_图片_论坛_TCL L46V10F...-ZOL产品报价	
一元微积分深化引论的书名	一元微积分深化引论	0	一元微积分深化引论_百度百科	
R·哈勒的职业	运动员 足球	0	R·哈勒_百度百科	
万林克 VLRT05的中文名	万林克 VLRT05	0	万林克 VLRT05_百度百科	
ABC（人工蜂群算法(Artificial bee colony algorithm)）的外文名	Artificial bee colony algorithm	0	人工蜂群算法Artificial Bee Colony(ABC算法) - qq_30142403的博客	
三角岭村的行政区类别	村	0	三角岭村_百度百科	
三乐村（湖南省郴州市资兴市波水乡下辖村）的中文名	三乐村	0	三乐村_百度百科	
S·莫图的英文名	SteffenMoltu	1	SteffenMoltu	来自百度百科
UNIX系统应用编程的装帧	平装	0	UNIX系统应用编程_百度百科	
LED架线机车灯的主要适用于	各种架线电机车上	0	LED架线机车灯_百度百科	
QQ课堂的中文名	QQ课堂	0	qq课堂新名字不能重复什么意思?_百度知道	
Donnakaran的外文名	donnakaran	1	Donna Karan	来自百度百科
不堪之想象的连载网站	起点中文网	0	不堪之想象_百度百科	
一起二过的青春的作者	凝莫	0	《一起犯过二的青春》数据_作者:纳兰小寞_起点图_起点数据	
三彩绞胎骑马射雕俑的中文名	三彩绞胎骑马射雕俑	0	三彩绞胎骑马射雕俑_百度百科	
2009中国财政透明度报告的作者	上海财经大学公共政策研究中心	0	2009中国财政透明度报告_百度百科	
上海众聘信息科技有限公司的公司性质	有限公司	0	上海众聘信息科技有限公司_百度百科	
120日元之春的开发制作	NekoNeko Software	0	120日元之春_百度百科	
NSK FR6/FR6ZZ轴承的轴承品牌	NSK轴承	0	FR6ZZ轴承_NSKFR6ZZ轴承规格_NSK FR6ZZ轴承尺寸参数	
LG XQB65-W3PD的额定电压	220V/50Hz	1	220V/50Hz	来自百度百科
2013-郑州市交通地图册的ISBN	9787503168192	0	2013-郑州市交通地图册 (豆瓣)	
上海艾肯展览有限公司的公司性质	有限公司	0	上海艾肯展览有限公司_百度百科	
ATA单证册的作用	为暂准进口货物而专门创设	1	为暂准进口货物而专门创设	来自百度百科
HLP-C100迷你矢量型变频器的中文名	HLP-C100迷你矢量型变频器	0	海利普HLP-C100迷你矢量型变频器_图文_百度文库	
Dreamweaver+Photoshop+Flash网站建设课堂实录的ISBN	9787115198273	0	【城通网盘】Dreamweaver Flash Photoshop网页设计从入门到精通...	
ubeforex平台的用途	为用户提供专业的信息和分析	0	ubeforex平台_百度百科	
上芒崩村的人口	264人	1	264人	来自百度百科
kevin mcdaid的出生日期	1984年3月7日	1	1984年3月7日	来自百度百科
上海文化年鉴的中文名	上海文化年鉴	0	【上海文化年鉴】	
VisualFoxPro6.0程序设计教程(高等教的ISBN	9787115098689	0	高等学校教材：Visual FoxPro程序设计教程_百度百科	
BigBang狠狠暧的中文名	BigBang狠狠暧	0	BigBang狠狠暧_百度百科	
2006年全国会计专业技术资格统一考试答疑解惑中级财务管理的出版社	人民	0	会计职称考试_百度百科	
4-硝基吡唑-5-羧酸乙酯的外文名	ethyl 4-nitro-1H-pyrazole-5-carboxylate	1	ethyl 4-nitro-1H-pyrazole-5-carboxylate	来自百度百科
VSI新型制砂机的类型	制砂机	0	VSI新型制砂机_百度百科	
JP青春流水账的中文名	JP青春流水账	0	《JP青春流水账》满心欢喜_【原创小说|言情小说】_晋江文学城	
KISS爱誓不灭的小说进度	连载	0	KISS爱誓不灭_百度百科	
StarBurn的镜像抓取	盘片上的文件制作为本地镜像	0	StarBurn(光盘抓取/刻录软件)_官方电脑版_华军纯净下载	
万向节轴承的分类1	等速万向推力球轴承节	0	万向节轴承有哪些分类_传动_搜狐	
三山之约的作者	洛洛之家	0	三山之约_百度百科	
三乙基氯化锡的英文名	Triethyltin chloride	1	Triethyltin chloride	来自百度百科
0-3岁婴幼儿启蒙画册-天线宝宝(第6集)的作者	童趣出版有限公司 编译	0	戴迪玲《天线宝宝(第22集0-3岁婴幼儿启蒙画册)》- 买旧书 上有路	
KimAn Hotel的房间数量	42	0	KimAn Hotel_百度百科	
2013款菱智V3 1.5MT舒适型的中文名	2013款菱智V3 1.5MT舒适型	0	东风风行菱智M5 2013款 V3 1.5MT豪华型(7座)_网易车库	
YAB型人孔的使用	防火器、机械呼吸阀配套使用	0	YAB型人孔_百度百科	
A佳国际儿童教育中心的公司名称	A佳国际儿童教育中心	0	A佳国际儿童教育中心_百度百科	
上海富达工程管理咨询有限公司的公司性质	有限责任公司	0	上海富达工程管理咨询有限公司_百度百科	
FlavorListener接口的版本	1.5	0	FlavorListener接口_百度百科	
Pomplamoose的流派	crazy funk awesome	1	crazy funk awesome	来自百度百科
189度假酒店的酒店星级	2星级	1	二星级	来自百度百科
2005中考政治开卷考试一本必胜的ISBN	9787543626041	0	2019年一本必胜中考地理总复习金版青岛专版参考答案 ISBN编号...	
LabVIEW 7 Express实用技术教程的出版时间	2004-4	1	2004年4月	来自百度百科
SKF 7344BCBM轴承的中文名	SKF 7344BCBM轴承	0	SKF 7344BCBM轴承_百度百科	
b（《洛杉矶BB连续杀人事件》人物）的中文名	<a>彼永德巴斯蒂</a>	0	《洛杉矶BB连续杀人事件》内容介绍_百度知道	
ss（魔兽世界术士的简称）的中文名	术士	0	ss_百度百科	
tecnam p2002飞机的长度	21英尺（6.6米）	1	6.6米(21英尺)	来自百度百科
2009经典语言的发行时间	2009年	1	2009年	来自百度百科
2012中国郑州国际浴室家私展览会的布展时间	2012年5月8日至9日	1	2012年5月8日至9日	来自百度百科
三年华的中文名	三年华	0	三六年华_百度百科	
Java程序设计之实验及课程设计教程的书名	Java程序设计之实验及课程设计教程	0	Java程序设计教程——微课·实训·课程设计 - 中国高校教材图书网	
1866-1925-孙中山轶事的定价	38.00元	0	1866-1925-孙中山轶事_百度百科	
EMIX招待所的英文名称	Guest House Emix	1	Guest House Emix	来自百度百科
SKF NNC4922CV轴承的型号	NNC4922CV	0	NNC 4922 CV 圆柱滚子轴承参数图纸近似型号热门型号	
NETGEAR XSM7224S的全三层扩展	全三层升级许可证 XSM72	0	NETGEAR XSM7224S_百度百科	
2011考研英语长喜点评历年真题的书名	2011考研英语长喜点评历年真题	0	2011考研英语长喜点评历年真题_百度百科	
Baroque 巴洛克的中文名	巴洛克	0	巴罗克|Baroque|巴洛克_葡萄品种_红酒世界网	
ArcGIS Explorer的提供	2D和3D地理信息浏览	0	ArcGIS Explorer - 向地图添加内容	
AntiVirus的外文名	Antivirus	0	AntiVirus_百度百科	
NACHI NUP2328轴承的型号	NUP2328	1	NUP2328	来自百度百科
2012款标致4008 2.0L 两驱豪华型的款型	012排量(L)2.0	0	【图】标致4008(进口) 2012款 2.0L 两驱豪华型报价_图片_标致_汽...	
与研究:中古时代的出版社	凤凰出版传媒集团	0	中古中国知识·信仰·制度研究书系:中古时代的礼仪、宗教与制度	
不知爱情的作者	玉若	0	《你不知道的爱情》绿枢_【原创小说|言情小说】_晋江文学城	
一世风神的小说进度	连载	0	一世风神-第一章 初临异界-爱阅小说网	
data硬盘的中文名	data硬盘	0	data硬盘_百度百科	
不苟言笑的解释	形容态度<a>庄重</a>严肃	0	不苟言笑_百度百科	
2004-2005中国室内设计大赛综合建筑篇的出版时间	2005年5月1日	1	2005年5月1日	来自百度百科
55电玩游戏平台的其他名称	55电玩	1	55电玩	来自百度百科
Dustin Runnels的身高	6'6&amp;quot;	1	178cm	来自百度百科
MACOSX的基础	UNIX核心	0	MacOSX系统入门教程.pdf	
smart体验馆的中文名	smart体验馆	0	smart体验馆_百度百科	
Khushboo Resorts的酒店地址	New Manali Post Office Manali Distt.Kullu , 马拉里, 马拉里, 印度 175131	0	Khushboo Resorts_百度百科	
上海经济管理中心的题词人	<a>钱伟长</a>	0	上海经济管理中心_百度百科	
七观音的分类	佛教术语	0	七观音_百度百科	
QLOGIC SB5602Q-12A的接口	12端口	0	【QLOGIC SB5602Q-20A】(QLOGIC SB5602Q-20A)报价_图片_参数_评测...	
七棵树镇中心学校的原名	龙江四中	1	龙江四中	来自百度百科
SUITME的主要渠道	线上订购	0	SUITME_百度百科	
coser果冻（COSPLAY爱好者）的职业	HIGH-POINT社团创始人之一	0	coser果冻_百度百科	
FAG RNA4907轴承的系列	滚针轴承	0	FAG RNA4907轴承_百度百科	
TIMKEN 26881/26823轴承的系列	单列圆锥滚子轴承	0	精密工程机械轴承品牌企业-铁姆肯轴承_中国网库	
SSAT考试的别名	美国入学考试	1	SecondarySchoolAdmissionTest、美国中学入学考试	来自百度百科
七月的天山的作者	<a>碧野</a>	1	碧野	来自百度百科
A·卡福的中文名	A·卡福	0	A·卡福_百度百科	
websense的外文名	websense	0	websense_百度百科	
万物现神的小说进度	暂停	0	万物现神_百度百科	
hp之梅香的中文名	hp之梅香	0	《hp之梅香》暗叶琉光_【衍生小说|纯爱小说】_晋江文学城	
NTN 4R4026轴承的中文名	NTN 4R4026轴承	0	NTN 4R4026轴承_百度百科	
D·基恩地的出生日期	1974年2月18日	1	1974年2月18日	来自百度百科
C·苏斯度·尼积拿的英文名	CiriloSaucedoNajera	1	CiriloSaucedoNajera	来自百度百科
1373年的中文名	1373年	0	公元1373年出生的名人介绍	
VOD阳光网的网站类型	全自动播放系统	0	VOD阳光网_百度百科	
3cmcnkw.exe的中文名	3cmcnkw.exe	0	3cmcnkw.exe_百度百科	
WD AC34200的硬盘容量	4GB	1	4GB	来自百度百科
mac迅雷的开发商	<a>深圳市迅雷网络技术有限公司</a>	1	深圳市迅雷网络技术有限公司	来自百度百科
TCL BCD-176K26的净重	52kg	1	52千克	来自百度百科
SCD双轴复动型标准气缸的中文名	SCD双轴复动型标准气缸	0	SCD双轴复动型标准气缸_百度百科	
三苯基膦氯化铑的中文名	三苯基膦氯化铑	0	三苯基膦氯化铑_百度百科	
Josh Zuckerman的出生日期	1985年4月1日	1	1985年4月1日	来自百度百科
七彩虹680- GD5 CH版 2048M EA1的显示芯片型号	GeForce GTX 680	0	【七彩虹680-GD5 CH版 2048M EA1】(seethru 680-GD5 CH版 2048M...	
三合堡村的中文名	三合堡村	0	三合堡村_百度百科	
2010年1月27日的中文名	2010年1月27日	0	2010年1月27日_百度百科	
万和F1-G10NX的类型	台式	0	【万和F1-G10NX参数】万和 F1-G10NX燃气灶参数_规格_性能_功能...	
Honda氏产毒肉汤的微量元素	0.5mL	1	0.5mL	来自百度百科
三角草的亚科	早熟禾亚科	0	三角草_百度百科	
MOTO XT910 刷机的中文名	MOTO XT910 刷机	0	MOTO XT910 刷机_百度百科	
Atlaza City Rezidens的酒店星级	4星级	1	四星级	来自百度百科
[跻春台]方言词语研究的装帧	简裝本	0	[跻春台]方言词语研究_百度百科	
Folder Size Shell Extension V3.2的中文名	Folder Size Shell Extension V3.2	0	Folder Size Shell Extension V3.2_百度百科	
“三没”官场发迹史的作者	石丁	1	石丁	来自百度百科
世嘉足球经理2007的发行厂商	SEGA	0	世嘉足球经理 2007_百度百科	
hui17网的主办单位	沈阳易维通网络通信有限公司	1	沈阳易维通网络通信有限公司	来自百度百科
Dreamweaver8Flash8Fireworks8网页设计标准教程的出版社	中国青年出版社	0	Dreamweaver 8、Flash 8、Fireworks 8网页制作从入门到精通下载...	
D·奥格尔比的中文名	D·奥格尔比	0	D·奥格尔比_百度百科	
三十六湾上组自然村的中文名	三十六湾上组自然村	0	三十六湾上组自然村_百度百科	
三台红景天的纲	双子叶植物纲	1	双子叶植物纲	来自百度知识图谱
FAG 22208-E1轴承的内径	40mm	1	40毫米	来自百度百科
上海东亚同文书院大旅行记录的作者	(日)沪友会	0	上海东亚同文书院大旅行记录_百度百科	
