query	expect_answer	is_exact	answer	_from
上海梦网巢网络科技有限公司的宗旨	全心全意为客户做到最好	0	上海梦网巢网络科技有限公司_百度百科	
2010中国成都建筑电气技术展览会的结束时间	2010-6-9	1	2010年6月7日	来自百度百科
D+的外文名	D+	0	D开头的英文名_D开头的英文名字 女孩 男孩	
newsboys的外文名	newsboys	0	newsboys_百度百科	
LILI的生活小札的小说进度	连载	0	LILI的生活小札_百度百科	
Give me five（美国时尚运动休闲品牌）的所属行业	时尚运动休闲	0	Give me five_百度百科	
下老白村的面积	2平方公里	1	2平方千米	来自百度百科
motuview L-95W的宽度	1700mm	1	1700毫米	来自百度百科
Ocean Heaven的上映时间	2010年6月18日	1	2010-06-18(中国大陆)	来自百度知识图谱
HP Pro 3300 MT A6T92PA的中文名	HP Pro 3300 MT A6T92PA	0	1761-NET-ENI自动化==www.ic37.com	
QDI KinetiZ 7E的CPU插槽	Socket A	0	【QDI KinetiZ 7E-A参数】QDI KinetiZ 7E-A主板参数_配件清单...	
TVB电视剧的代表作品	<a>创世纪</a>、<a>流金岁月</a>、<a>上海滩</a>	1	上海滩、创世纪、神雕侠侣	来自百度百科
Pro/DETAIL Wildfire 3.0工程图设计的作者	二代龙震工作室	0	ProE工程图绘图配置文件Prodetail_百度文库	
丁水平的出生地	湖北仙桃	1	湖北仙桃	来自百度百科
一江春水只为你搁浅的作者	芍药	0	一江春水只为你搁浅(在最美的时光遇见你)书评	
HP ProLiant ML330 G6(504056-AA1)的中文名	HP ProLiant ML330 G6(504056-AA1)	0	【HP ProLiant ML330 G6(504056-AA1)软件下载】HPProLiantML330G6...	
Apartment Laterza的英文名称	Apartment Laterza	0	...Rhetoric of the Oxymoron Le Corbusier and the Apartment of...	
J·卡贝扎斯的出生日期	1986年12月17日	1	1986年12月17日	来自百度百科
BT模式下深圳地铁5号线机电设备及安装装修工程管理实践的页数	444	1	444页	来自百度百科
一代美妃的中文名	一代美妃	0	一代美妃_百度百科	
Apartment Haus Roger II Zermatt的酒店地址	3920 采尔马特	0	Apartment Haus Obri Tuftra II Zermatt_百度百科	
17岁，遇见你的中文名	17岁,遇见你	0	17岁，遇见你_百度百科	
beautiful days （表纸： きのこバージョン）的ISBN	9784905353324	0	beautiful days （表纸： きのこバージョン）_百度百科	
PCCHIPS P12的主芯片组	Intel 915P	0	【PCCHIPS P12】报价_参数_图片_论坛_(PCCHIPS)精威PCCHIPS P12...	
DNF启示录的小说进度	连载	0	燃魂者启示录-序章 阴谋的开始-爱阅小说网	
CS-R24.181的育种者	Mr.Guy Pauly	0	CS-R24.181_百度百科	
2012第六届中国（天津）国际建筑节能与新型建材展览会的中文名	2012第六届中国（天津）国际建筑节能与新型建材展览会	0	新型环保建筑材料展会-新型环保装饰建筑材料-建材网	
wwSecure.exe的后台程序	否	0	wwSecure.exe - wwSecure是什么进程_系统进程_操作系统_脚本之家	
ltc技术的简称	ltc技术	0	ltc技术_百度百科	
不一定有血缘关系的才叫亲人的中文名	不一定有血缘关系的才叫亲人	0	不一定有血缘关系的才叫亲人_百度百科	
G·皮尔斯的英文名	GrahamPearce	1	GrahamPearce	来自百度百科
MMW-1A摩擦磨损试验机的示值相对误差	100N以下±2N、100N以上±1%	0	MMW-1A摩擦磨损试验机_百度百科	
SM4CR5MOSIV模具钢的中文名	SM4CR5MOSIV模具钢	0	SM4CR5MOSIV模具钢_百度百科	
《中共中央关于深化文化体制改革推动社会主义文化大发展大繁荣若干重大问题的决定》辅导读本的创刊时间	2011年10月	0	《中共中央关于深化文化体制改革推动社会主义文化大发展大繁荣若...	
NACHI 230/670EW33轴承的系列	球面滚子轴承	0	NACHI 230/1000EW33轴承_百度百科	
上丛干自然村的人口	258人（2009年）	1	258人(2009年)	来自百度百科
Java2应用编程150例的作者	张晨                       /            付冰                       /            赵军	0	Java2应用编程150例_百度百科	
上天梯非金属矿管理区的中文名	上天梯非金属矿管理区	0	首页- 信阳上天梯非金属矿管理区	
与恋爱相反的中文名	与恋爱相反	0	与恋爱相反_百度百科	
RF指令的中文名	RF指令	0	RF指令_百度百科	
9·20河南挖眼抛尸案的事件起因	口角	0	9·20河南挖眼抛尸案_百度百科	
1000常识系列的出版时间	2010-10	1	2010年10月	来自百度百科
上海黑桃互动网络科技有限公司的产品	《莽荒纪》	0	上海黑桃互动网络科技有限公司_百度百科	
RazingStorm的采用	踏板回避系统	0	RazingStorm_百度百科	
AT 憾事的中文名	AT 憾事	0	《AT 憾事》木质香_言情小说_都市言情小说_免费言情小说在线阅读_...	
i3 2370m的核心名称	<a>Sandy Bridge</a>	0	i3 2370m的主要性能参数_百度知道	
